Title,Handle,Body (HTML),URL
,undefined,undefined,https://www.homedepot.com/p/Artistic-Weavers-Demeter-Ivory-8-ft-x-10-ft-Abstract-Area-Rug-S00151064309/301194256
#9 x 1-1/4 in. Serrated Flat Head Star Drive Cement Board Screws (750-Pack),9-x-1-14-in-serrated-flat-head-star-drive-cement-board-screws-(750-pack),"<div class=""sui-flex sui-flex-col sui-gap-4""><ul class=""sui-w-full sui-list-disc sui-px-6 sui-flex sui-flex-col sui-gap-2"" data-testid=""bullet-list""><li data-testid=""bullet-list-item""><span>Backer-on cement board screws are corrosion resistant</span></li><li data-testid=""bullet-list-item""><span>Use to install Hardibacker, backerboard and cement board</span></li><li data-testid=""bullet-list-item""><span>Ideal for use in showers, backsplashes, countertops and floors</span></li></ul><span class=""sui-mt-8""><h5 class=""sui-h5-bold sui-line-clamp-unset sui-text-primary"">About This Product</h5></span><p>Backer-On 1-1/4 in. cement board screws (750 pack) are the premier fastening solutions for installing cement boards.  The patented serrated head design countersinks for flush seating at any angle, providing a smooth surface for tile installation.  The star drive recess combined with Stikfit bit supports easy one-handed installations and eliminates cam outs.  The premium corrosion resistant finish prevents rust from bleeding into grout, making Backer-On screws the perfect choice for use in high moisture areas such as bathrooms and kitchens.</p></div><ul class=""sui-w-full sui-list-disc sui-px-6 sui-flex sui-flex-col sui-gap-2 sui-mt-4"" data-testid=""bullet-list""><li data-testid=""bullet-list-item""><span>Serrated head design for flush seating even at an angle</span></li><li data-testid=""bullet-list-item""><span>Star drive with T-25 bit provides StikfitTM for easy 1-handed installation and eliminates cam-outs</span></li><li data-testid=""bullet-list-item""><span>Serrated thread forms require less torque for faster installation</span></li><li data-testid=""bullet-list-item""><span>Patented sharp point offers immediate pick-up and eliminates the need to pre-drill</span></li><li data-testid=""bullet-list-item""><span>Patented design allows attaching close to edge on cement board, drastically reducing fractures or blow outs</span></li><li data-testid=""bullet-list-item""><span>Premium corrosion resistant finish</span></li><li data-testid=""bullet-list-item""><span>Use to attach cement board to wood or light gauge steel studs</span></li><li data-testid=""bullet-list-item""><span>Ideal for use in high moisture areas such as showers, backsplashes, countertops and floors</span></li><li data-testid=""bullet-list-item""><span>Conforms to ANSI A108.11 standards for cement board attachment</span></li><li data-testid=""bullet-list-item""><a href=""https://www.homedepot.com/c/Return_Policy"" class=""sui-font-regular sui-text-base sui-tracking-normal sui-normal-case sui-line-clamp-unset sui-text-primary focus-visible:sui-bg-focus focus-visible:sui-outline-none sui-underline"">Return Policy</a></li></ul><div class=""sui-flex sui-flex-col sui-gap-2 sui-my-4"" data-testid=""productInfo""><span><span>Product ID #:</span> 300661899</span><span><span>Internet #:</span> 092097234062</span><span><span>Model #:</span> 23406</span></div>",https://www.homedepot.com/p/Backer-On-9-x-1-1-4-in-Serrated-Flat-Head-Star-Drive-Cement-Board-Screws-750-Pack-23406/300661899
1/4 in. x 1-1/4 in. Zinc-Plated Fender Washer (100-Pack),14-in-x-1-14-in-zinc-plated-fender-washer-(100-pack),"<div class=""sui-flex sui-flex-col sui-gap-4""><ul class=""sui-w-full sui-list-disc sui-px-6 sui-flex sui-flex-col sui-gap-2"" data-testid=""bullet-list""><li data-testid=""bullet-list-item""><span>Ideal for automotive repair, sheet metal work, plumbing and more</span></li><li data-testid=""bullet-list-item""><span>Zinc-plated steel for optimized performance and durability</span></li><li data-testid=""bullet-list-item""><span>Designed with increased surface bearing</span></li></ul><span class=""sui-mt-8""><h5 class=""sui-h5-bold sui-line-clamp-unset sui-text-primary"">About This Product</h5></span><p>When your job calls for a washer with a large outer diameter, an increased bearing surface and a surface load reduction, the Zinc-Plated Fender Washer gets the job done. Designed for auto body repair, sheet metal work, plumbing and electrical applications. The greater surface bearing design offers a thinner body for strong, durable performance.</p></div><ul class=""sui-w-full sui-list-disc sui-px-6 sui-flex sui-flex-col sui-gap-2 sui-mt-4"" data-testid=""bullet-list""><li data-testid=""bullet-list-item""><span>100-piece per box</span></li><li data-testid=""bullet-list-item""><span>Steel construction</span></li><li data-testid=""bullet-list-item""><span>Zinc-plated</span></li><li data-testid=""bullet-list-item""><span>1/4 in. x 1-1/4 in.</span></li><li data-testid=""bullet-list-item""><span>Reusable packaging</span></li><li data-testid=""bullet-list-item""><span><a href=""https://www.homedepot.com/c/ab/types-of-washers-and-nuts/9ba683603be9fa5395fab90d91f22f6"" target=""_blank"" style=""color:#F96302;"">Choosing the right&nbsp;type of&nbsp;washer for&nbsp;a&nbsp;project can be more complicated than it seems. This guide&nbsp;will list and describe the many types of washers and&nbsp;their recommended purposes.</a></span></li><li data-testid=""bullet-list-item""><span><a href=""https://www.homedepot.com/c/ab/types-of-fasteners/9ba683603be9fa5395fab9088c80678"" target=""_blank"" style=""color:#F96302;"">Knowing the correct&nbsp;types of fasteners&nbsp;will make your projects run more smoothly and be more secure.</a></span></li><li data-testid=""bullet-list-item""><span><a href=""https://www.homedepot.com/c/ab/types-of-fasteners/9ba683603be9fa5395fab9088c80678"" target=""_blank"">https://www.homedepot.com/b/Hardware-Fasteners-Washers/Everbilt/N-5yc1vZc276Z402</a></span></li><li data-testid=""bullet-list-item""><a href=""https://www.homedepot.com/c/Return_Policy"" class=""sui-font-regular sui-text-base sui-tracking-normal sui-normal-case sui-line-clamp-unset sui-text-primary focus-visible:sui-bg-focus focus-visible:sui-outline-none sui-underline"">Return Policy</a></li></ul><div class=""sui-flex sui-flex-col sui-gap-2 sui-my-4"" data-testid=""productInfo""><span><span>Product ID #:</span> 204276327</span><span><span>Internet #:</span> 887480047905</span><span><span>Model #:</span> 804790</span></div>",https://www.homedepot.com/p/Everbilt-1-4-in-x-1-1-4-in-Zinc-Plated-Fender-Washer-100-Pack-804790/204276327
VELCRO 1/2 in. W Workbench Mounting Tape 5 ft. of Closure (10 ft. of Tape) 3/12 Black,velcro-12-in-w-workbench-mounting-tape-5-ft-of-closure-(10-ft-of-tape)-312-black,"<div class=""sui-flex sui-flex-col sui-gap-4""><span class=""sui-mt-8""><h5 class=""sui-h5-bold sui-line-clamp-unset sui-text-primary"">About This Product</h5></span><p>Indoors, outdoors, smooth surface, rough surface, VELCRO Brand Workbench Mounting Tape is your best choice for mounting surge protectors, tools or anything that absolutely, positively needs to stay put. Our Workbench Mounting Tape uses an aggressive hook-to-hook technology that closes with a snap. The foam tape adhesive easily conforms to smooth or rough surfaces and uses a strong adhesive with a wide temperature range for semi-permanent mounting indoors or out. Available in 18 in. or 36 in. L or 10 ft. rolls that you can cut to size, the Workbench Mounting Tape will help you mount almost anything. And it's also available in convenient pre-cut squares for smaller, quick mounting jobs. Isn't it time to mount those tools and get those surge protectors up off the floor. VELCRO Brand Workbench Mounting Tape will make quick work organizing your workbench and more. Just 1 more innovation to make your life easier and more organized. VELCRO Brand Workbench Mounting Tape.</p></div><ul class=""sui-w-full sui-list-disc sui-px-6 sui-flex sui-flex-col sui-gap-2 sui-mt-4"" data-testid=""bullet-list""><li data-testid=""bullet-list-item""><span>Semi-permanent</span></li><li data-testid=""bullet-list-item""><span>Wide temperature range</span></li><li data-testid=""bullet-list-item""><span>Durable</span></li><li data-testid=""bullet-list-item""><span>For smooth or rough surfaces</span></li><li data-testid=""bullet-list-item""><a href=""https://www.homedepot.com/c/Return_Policy"" class=""sui-font-regular sui-text-base sui-tracking-normal sui-normal-case sui-line-clamp-unset sui-text-primary focus-visible:sui-bg-focus focus-visible:sui-outline-none sui-underline"">Return Policy</a></li></ul><div class=""sui-flex sui-flex-col sui-gap-2 sui-my-4"" data-testid=""productInfo""><span><span>Product ID #:</span> 325718946</span><span><span>Internet #:</span> 075967308278</span><span><span>Model #:</span> VEL-30827-USA</span></div>",https://www.homedepot.com/p/VELCRO-1-2-in-W-Workbench-Mounting-Tape-5-ft-of-Closure-10-ft-of-Tape-3-12-Black-VEL-30827-USA/325718946
1-1/2 in. x 1/2 in. 6/24 Workbench Mounting Strips Black (4 Sets),1-12-in-x-12-in-624-workbench-mounting-strips-black-(4-sets),"<div class=""sui-flex sui-flex-col sui-gap-4""><span class=""sui-mt-8""><h5 class=""sui-h5-bold sui-line-clamp-unset sui-text-primary"">About This Product</h5></span><p>Indoors, outdoors, smooth surface, rough surface, VELCRO Brand Workbench Mounting Tape is your best choice for mounting surge protectors, tools, or anything that absolutely, positively needs to stay put. Our Workbench Mounting Tape uses an aggressive hook-to-hook technology that closes with a snap. The foam tape adhesive easily conforms to smooth or rough surfaces and uses a strong adhesive with a wide temperature range for semi-permanent mounting indoors or out. Available in 18 in. or 36 in. L or 10 ft. rolls that you can cut to size, the Workbench Mounting Tape will help you mount almost anything. And it's also available in convenient pre-cut squares for smaller, quick mounting jobs. Isn't it time to mount those tools and get those surge protectors up off the floor. VELCRO Brand Workbench Mounting Tape will make quick work organizing your workbench and more. Just 1 more innovation to make your life easier and more organized. VELCRO Brand Workbench Mounting Tape.</p></div><ul class=""sui-w-full sui-list-disc sui-px-6 sui-flex sui-flex-col sui-gap-2 sui-mt-4"" data-testid=""bullet-list""><li data-testid=""bullet-list-item""><span>PERFECT FOR GARAGE ORGANIZATION APPLICATIONS: Featuring easy-to-use snap-lock technology, the strong, self-engaging tape snaps in place when firmly pressed together; an audible click alerts when it's securely joined</span></li><li data-testid=""bullet-list-item""><span>SNAP CLOSURE FOAM MOUNTING TAPE: Snap-lock technology snaps together for an incredibly strong hold</span></li><li data-testid=""bullet-list-item""><span>HEAVY DUTY MOUNTING TAPE FOR EXTREME TEMPERATURES: strong staying power even in extreme weather conditions; water and UV resistance keeps them firmly in place during rain, snow, or sweltering heat</span></li><li data-testid=""bullet-list-item""><span>VERSATILE FOAM MOUNTING TAPE: Ideal for a broad range of surfaces and applications; adheres to smooth or textured (mildly rough) surfaces, including metal, wood, glass, vinyl and concrete; not recommended for use on drywall</span></li><li data-testid=""bullet-list-item""><a href=""https://www.homedepot.com/c/Return_Policy"" class=""sui-font-regular sui-text-base sui-tracking-normal sui-normal-case sui-line-clamp-unset sui-text-primary focus-visible:sui-bg-focus focus-visible:sui-outline-none sui-underline"">Return Policy</a></li></ul><div class=""sui-flex sui-flex-col sui-gap-2 sui-my-4"" data-testid=""productInfo""><span><span>Product ID #:</span> 325718942</span><span><span>Internet #:</span> 075967308247</span><span><span>Model #:</span> VEL-30824-USA</span></div>",https://www.homedepot.com/p/VELCRO-1-1-2-in-x-1-2-in-6-24-Workbench-Mounting-Strips-Black-4-Sets-VEL-30824-USA/325718942
Twist-N-Lock 75 lbs. Drywall Anchors (50-Pack),twist-n-lock-75-lbs-drywall-anchors-(50-pack),"<div class=""sui-flex sui-flex-col sui-gap-4""><ul class=""sui-w-full sui-list-disc sui-px-6 sui-flex sui-flex-col sui-gap-2"" data-testid=""bullet-list""><li data-testid=""bullet-list-item""><span>EZ ancor drywall anchors easily install in hollow drywall</span></li><li data-testid=""bullet-list-item""><span>Ideal for hanging towel racks, grab bars, coat racks, curtains</span></li><li data-testid=""bullet-list-item""><span>Heavy duty EZ ancor drywall screws install without pre-drilling</span></li></ul><span class=""sui-mt-8""><h5 class=""sui-h5-bold sui-line-clamp-unset sui-text-primary"">About This Product</h5></span><p>E-Z ancor twist-N-lock 75 medium duty nylon flat head phillips drywall anchors with screws (50-Pack) are self-drilling anchors for medium duty applications. Install with only a #2 Phillips screwdriver. Perfect for hanging mirrors, picture frames, shelving, light fixtures and bathroom accessories. E-Z ancor twist-N-Lock 75 anchors feature an exclusive Twist-N-lock technology to hang up to 75 lbs. up to twice the strength of plastic plugs.</p></div><ul class=""sui-w-full sui-list-disc sui-px-6 sui-flex sui-flex-col sui-gap-2 sui-mt-4"" data-testid=""bullet-list""><li data-testid=""bullet-list-item""><span>For medium-duty wall applications such as installing shelving, mirrors, picture frames and more</span></li><li data-testid=""bullet-list-item""><span>Perfect for hanging blinds, smoke detectors, picture frames, mirrors, bathroom accessories and more</span></li><li data-testid=""bullet-list-item""><span>Use in 1/2 in. or 5/8 in. drywall</span></li><li data-testid=""bullet-list-item""><span>75 lb. working load in 1/2 in. drywall</span></li><li data-testid=""bullet-list-item""><span>No pre-drilling necessary - screw directly into drywall</span></li><li data-testid=""bullet-list-item""><span>Do not overtighten anchor</span></li><li data-testid=""bullet-list-item""><span>Audible click lets you know when the anchor is firmly set</span></li><li data-testid=""bullet-list-item""><span>Installs flush against the wall to prevent items from wobbling</span></li><li data-testid=""bullet-list-item""><span>Splits and grips for a strong hold that won't back out</span></li><li data-testid=""bullet-list-item""><span>Made with high-strength fiber-reinforced resin for superior durability</span></li><li data-testid=""bullet-list-item""><span>Creates a small hole for easy installation, cleanup and removal</span></li><li data-testid=""bullet-list-item""><span>Superior alternative to traditional plastic plugs and mollies</span></li><li data-testid=""bullet-list-item""><span>Do not use for mounting televisions</span></li><li data-testid=""bullet-list-item""><span><a href=""https://www.homedepot.com/c/ab/how-to-choose-drywall-anchors/9ba683603be9fa5395fab90075295b6"" target=""_blank"">Learn more about drywall anchors here.</a></span></li><li data-testid=""bullet-list-item""><a href=""https://www.homedepot.com/c/Return_Policy"" class=""sui-font-regular sui-text-base sui-tracking-normal sui-normal-case sui-line-clamp-unset sui-text-primary focus-visible:sui-bg-focus focus-visible:sui-outline-none sui-underline"">Return Policy</a></li></ul><div class=""sui-flex sui-flex-col sui-gap-2 sui-my-4"" data-testid=""productInfo""><span><span>Product ID #:</span> 100040265</span><span><span>Internet #:</span> 092097253100</span><span><span>Model #:</span> 25310</span></div>",https://www.homedepot.com/p/E-Z-Ancor-Twist-N-Lock-75-lbs-Drywall-Anchors-50-Pack-25310/100040265
HeadLOK Structural Wood Screws – 4-1/4 inch flat head wood screws – Black (50 Pack),headlok-structural-wood-screws-4-14-inch-flat-head-wood-screws-black-(50-pack),"<div class=""sui-flex sui-flex-col sui-gap-4""><ul class=""sui-w-full sui-list-disc sui-px-6 sui-flex sui-flex-col sui-gap-2"" data-testid=""bullet-list""><li data-testid=""bullet-list-item""><span>Heavy duty screws for wood – deck, fences &amp; more</span></li><li data-testid=""bullet-list-item""><span>4-1/2 inch flat headed wood screws, 8 point star bit – 50 pack</span></li><li data-testid=""bullet-list-item""><span>HeadLOK screws replace 3/8"" lag bolts in a fraction of the time</span></li></ul><span class=""sui-mt-8""><h5 class=""sui-h5-bold sui-line-clamp-unset sui-text-primary"">About This Product</h5></span><p>FastenMaster HeadLOK is a heavy duty wood screw that does it all with an internal drive and flat head. HeadLOK offers higher design shear than 3/8"" lag screws and no predrilling is needed.   HeadLOK zips right in and creates a great finished look. HeadLOK is ideal for many wood-to-wood applications including decks, fences, kitchen cabinets and more. The patented SpiderDrive 8 point star bit eliminates cam-out and improves installation speed. The sleek black coating and flat headed design make it perfect for those who value superior craftsmanship. HeadLOK is guaranteed to last for the life of the project.  Includes 50, 4-1/2 inch flat head wood screws, and 1 SpiderDrive bit.  Introduced in 2007, HeadLOK was the industries first flat headed structural fastener to meet code, and has since been trusted by countless PROs and DIYers in all types of applications.</p></div><ul class=""sui-w-full sui-list-disc sui-px-6 sui-flex sui-flex-col sui-gap-2 sui-mt-4"" data-testid=""bullet-list""><li data-testid=""bullet-list-item""><span>Versatile structural wood screw, ideal for installing decks, fences and more</span></li><li data-testid=""bullet-list-item""><span>Includes 50, 4-1/2 inch flat head wood screws, and 1 SpiderDrive bit</span></li><li data-testid=""bullet-list-item""><span>The flat head installs flush saving additional time and money – combined with the black coating on the fastener, HeadLOK provides a great finished look.</span></li><li data-testid=""bullet-list-item""><span>Non-countersinking, wide head for increased loads without the need for a washer</span></li><li data-testid=""bullet-list-item""><span>Installs in a fraction of the time versus traditional bolts with fewer steps and less effort</span></li><li data-testid=""bullet-list-item""><span>Replaces 3/8 inch lag bolts with no predrilling required</span></li><li data-testid=""bullet-list-item""><span>Chamfer under head for increased strength</span></li><li data-testid=""bullet-list-item""><span>Specifically heat treated to maximize strength while maintaining ductility</span></li><li data-testid=""bullet-list-item""><span>2"" of thread for greater holding strength</span></li><li data-testid=""bullet-list-item""><span>Sharp point for fast installation</span></li><li data-testid=""bullet-list-item""><span>SpiderDrive 8 point star bit offers superior bit engagement, maximizing bit fit and reducing stripping</span></li><li data-testid=""bullet-list-item""><span>Tested and supported by engineering data that conforms to the most current ICC standards (ICC-ER ESR-1078) – approved for use in ACQ or treated lumber</span></li><li data-testid=""bullet-list-item""><span>Warrantied for the life of the project</span></li><li data-testid=""bullet-list-item""><a href=""https://www.homedepot.com/c/Return_Policy"" class=""sui-font-regular sui-text-base sui-tracking-normal sui-normal-case sui-line-clamp-unset sui-text-primary focus-visible:sui-bg-focus focus-visible:sui-outline-none sui-underline"">Return Policy</a></li></ul><div class=""sui-flex sui-flex-col sui-gap-2 sui-my-4"" data-testid=""productInfo""><span><span>Product ID #:</span> 202268258</span><span><span>Internet #:</span> 608309410584</span><span><span>Model #:</span> FMHLGM412-50</span></div>",https://www.homedepot.com/p/FastenMaster-HeadLOK-Structural-Wood-Screws-4-1-4-inch-flat-head-wood-screws-Black-50-Pack-FMHLGM412-50/202268258
1-1/2 in. x 1/2 in. 6/24 Workbench Mounting Strips Black (20 Sets),1-12-in-x-12-in-624-workbench-mounting-strips-black-(20-sets),"<div class=""sui-flex sui-flex-col sui-gap-4""><span class=""sui-mt-8""><h5 class=""sui-h5-bold sui-line-clamp-unset sui-text-primary"">About This Product</h5></span><p>Indoors, outdoors, smooth surface, rough surface, VELCRO Brand Workbench Mounting Tape is your best choice for mounting surge protectors, tools, or anything that absolutely, positively needs to stay put. Our Workbench Mounting Tape uses an aggressive hook-to-hook technology that closes with a snap. The foam tape adhesive easily conforms to smooth or rough surfaces and uses a strong adhesive with a wide temperature range for semi-permanent mounting indoors or out. Available in 18 in. or 36 in. L or 10 ft. rolls that you can cut to size, the Workbench Mounting Tape will help you mount almost anything. And it's also available in convenient pre-cut squares for smaller, quick mounting jobs. Isn't it time to mount those tools and get those surge protectors up off the floor. VELCRO Brand Workbench Mounting Tape will make quick work organizing your workbench and more. Just 1 more innovation to make your life easier and more organized. VELCRO Brand Workbench Mounting Tape.</p></div><ul class=""sui-w-full sui-list-disc sui-px-6 sui-flex sui-flex-col sui-gap-2 sui-mt-4"" data-testid=""bullet-list""><li data-testid=""bullet-list-item""><span>PERFECT FOR GARAGE ORGANIZATION APPLICATIONS: Featuring easy-to-use snap-lock technology, the strong, self-engaging tape snaps in place when firmly pressed together; an audible click alerts when it's securely joined</span></li><li data-testid=""bullet-list-item""><span>SNAP CLOSURE FOAM MOUNTING TAPE: Snap-lock technology snaps together for an incredibly strong hold</span></li><li data-testid=""bullet-list-item""><span>HEAVY DUTY MOUNTING TAPE FOR EXTREME TEMPERATURES: strong staying power even in extreme weather conditions; water and UV resistance keeps them firmly in place during rain, snow, or sweltering heat</span></li><li data-testid=""bullet-list-item""><span>VERSATILE FOAM MOUNTING TAPE: Ideal for a broad range of surfaces and applications; adheres to smooth or textured (mildly rough) surfaces, including metal, wood, glass, vinyl and concrete; not recommended for use on drywall</span></li><li data-testid=""bullet-list-item""><a href=""https://www.homedepot.com/c/Return_Policy"" class=""sui-font-regular sui-text-base sui-tracking-normal sui-normal-case sui-line-clamp-unset sui-text-primary focus-visible:sui-bg-focus focus-visible:sui-outline-none sui-underline"">Return Policy</a></li></ul><div class=""sui-flex sui-flex-col sui-gap-2 sui-my-4"" data-testid=""productInfo""><span><span>Product ID #:</span> 325718944</span><span><span>Internet #:</span> 075967308261</span><span><span>Model #:</span> VEL-30826-USA</span></div>",https://www.homedepot.com/p/VELCRO-1-1-2-in-x-1-2-in-6-24-Workbench-Mounting-Strips-Black-20-Sets-VEL-30826-USA/325718944
Power Cord Wraps 16 in. x 1 in. Black and Grey with Blue Slotted Grommet 2 ct. 6/24,power-cord-wraps-16-in-x-1-in-black-and-grey-with-blue-slotted-grommet-2-ct-624,"<div class=""sui-flex sui-flex-col sui-gap-4""><span class=""sui-mt-8""><h5 class=""sui-h5-bold sui-line-clamp-unset sui-text-primary"">About This Product</h5></span><p>Never get stuck untangling cords again! VELCRO Brand Power Cord Wraps are the perfect extension cord organizer that offers strength, durability, and easy use. These storage straps are perfect to use as power cord wraps, holiday lights, camping gear, pool equipment and so much more. The options for organization are endless with this versatile wrap. The VELCRO Brand Power Cord Wraps feature a reinforced grommet for a strong hold power and engagement. Find what you need, when you need it whether in your garage, workroom, or attic. VELCRO Brand Power Cord Wraps make organization a cinch.</p></div><ul class=""sui-w-full sui-list-disc sui-px-6 sui-flex sui-flex-col sui-gap-2 sui-mt-4"" data-testid=""bullet-list""><li data-testid=""bullet-list-item""><span>CONTROL YOUR CORDS: Get organized quickly and easily with extension cord organizer straps. Use these storage straps for cords, cables, rope and decorations. Easily find what you need without the tangles and mess by using a cord wrap.</span></li><li data-testid=""bullet-list-item""><span>REINFORCED DURABILITY: These power cord wraps are designed to work for you with extra engagement and holding power with a reinforced head for strong cinching.</span></li><li data-testid=""bullet-list-item""><span>ZIP TIE ALTERNATIVE: Use these hook and loop power cords straps again and again and avoid one time use fasteners like zip ties. No more cutting plastic and throwing them away.</span></li><li data-testid=""bullet-list-item""><span>VERSATILE: Think beyond power cord wraps, these wraps can be used for holiday lights, camping gear, pool hoses, and so much more!</span></li><li data-testid=""bullet-list-item""><a href=""https://www.homedepot.com/c/Return_Policy"" class=""sui-font-regular sui-text-base sui-tracking-normal sui-normal-case sui-line-clamp-unset sui-text-primary focus-visible:sui-bg-focus focus-visible:sui-outline-none sui-underline"">Return Policy</a></li></ul><div class=""sui-flex sui-flex-col sui-gap-2 sui-my-4"" data-testid=""productInfo""><span><span>Product ID #:</span> 325718948</span><span><span>Internet #:</span> 075967308292</span><span><span>Model #:</span> VEL-30829-USA</span></div>",https://www.homedepot.com/p/VELCRO-Power-Cord-Wraps-16-in-x-1-in-Black-and-Grey-with-Blue-Slotted-Grommet-2-ct-6-24-VEL-30829-USA/325718948
3/8 in. Zinc Flat Washer (100-Pack),38-in-zinc-flat-washer-(100-pack),"<div class=""sui-flex sui-flex-col sui-gap-4""><ul class=""sui-w-full sui-list-disc sui-px-6 sui-flex sui-flex-col sui-gap-2"" data-testid=""bullet-list""><li data-testid=""bullet-list-item""><span>Use with fasteners of the same finish</span></li><li data-testid=""bullet-list-item""><span>Protects surfaces when tightening bolts and screws</span></li><li data-testid=""bullet-list-item""><span>Buy by the box to save</span></li></ul><span class=""sui-mt-8""><h5 class=""sui-h5-bold sui-line-clamp-unset sui-text-primary"">About This Product</h5></span><p>Flat washers are essential fasteners to keep on hand. They are used with a bolt or screw to evenly spread the load over a wider area. Flat washers also prevent loosening due to vibration, stop the bolt or screw from pulling through, and can act as spacers. Available in a variety of sizes and finishes.</p></div><ul class=""sui-w-full sui-list-disc sui-px-6 sui-flex sui-flex-col sui-gap-2 sui-mt-4"" data-testid=""bullet-list""><li data-testid=""bullet-list-item""><span>Reinforces the connection of bolts and screws</span></li><li data-testid=""bullet-list-item""><span>Made from zinc plated steel for durability</span></li><li data-testid=""bullet-list-item""><span>Use with a 3/8 inch bolt or screw</span></li><li data-testid=""bullet-list-item""><span>Includes 100 flat washers to complete your project</span></li><li data-testid=""bullet-list-item""><span><a href=""https://www.homedepot.com/c/ab/types-of-washers-and-nuts/9ba683603be9fa5395fab90d91f22f6"" target=""_blank"" style=""color:#F96302;"">Choosing the right type of washer for a project can be more complicated than it seems. This guide will list and describe the many types of washers and their recommended purposes.</a></span></li><li data-testid=""bullet-list-item""><span><a href=""https://www.homedepot.com/c/ab/types-of-fasteners/9ba683603be9fa5395fab9088c80678"" target=""_blank"" style=""color:#F96302;"">Knowing the correct types of fasteners will make your projects run more smoothly and be more secure.</a></span></li><li data-testid=""bullet-list-item""><span><a href=""https://www.homedepot.com/c/ab/types-of-fasteners/9ba683603be9fa5395fab9088c80678"" target=""_blank"">https://www.homedepot.com/b/Hardware-Fasteners-Washers/Everbilt/N-5yc1vZc276Z402</a></span></li><li data-testid=""bullet-list-item""><a href=""https://www.homedepot.com/c/Return_Policy"" class=""sui-font-regular sui-text-base sui-tracking-normal sui-normal-case sui-line-clamp-unset sui-text-primary focus-visible:sui-bg-focus focus-visible:sui-outline-none sui-underline"">Return Policy</a></li></ul><div class=""sui-flex sui-flex-col sui-gap-2 sui-my-4"" data-testid=""productInfo""><span><span>Product ID #:</span> 204373312</span><span><span>Internet #:</span> 887480072303</span><span><span>Model #:</span> 807230</span></div>",https://www.homedepot.com/p/Everbilt-3-8-in-Zinc-Flat-Washer-100-Pack-807230/204373312
"3 in. x 0.131 in. Plastic Brite Vinyl-Coated Smooth Shank Nails (1,000 per Box)",3-in-x-0131-in-plastic-brite-vinyl-coated-smooth-shank-nails-(1000-per-box),"<div class=""sui-flex sui-flex-col sui-gap-4""><ul class=""sui-w-full sui-list-disc sui-px-6 sui-flex sui-flex-col sui-gap-2"" data-testid=""bullet-list""><li data-testid=""bullet-list-item""><span>Jam free guarantee</span></li><li data-testid=""bullet-list-item""><span>For general construction, carpentry, and framing</span></li><li data-testid=""bullet-list-item""><span>For interior use</span></li></ul><span class=""sui-mt-8""><h5 class=""sui-h5-bold sui-line-clamp-unset sui-text-primary"">About This Product</h5></span><p>For the most comprehensive selection of collated nails, look for Grip-Rite Collated Fasteners, the most popular brand of fasteners in America. Collated fasteners are held together with paper, wire, plastic, tape or glue at a specific angle for use with power nailers and staplers. No matter what the project or what size the job, Grip-Rite Collated Fasteners are the optimal fastening solution, available nationwide from a variety of dealers and retail establishments. There are many sizes and styles of collated nails available. As construction materials and techniques evolve, fastener design keeps pace with the Changing technology. Fastener needs vary from project to project and the safety and life expectancy of the project can be extended or compromised based upon the fastener used.</p></div><ul class=""sui-w-full sui-list-disc sui-px-6 sui-flex sui-flex-col sui-gap-2 sui-mt-4"" data-testid=""bullet-list""><li data-testid=""bullet-list-item""><span>For indoor and framing applications</span></li><li data-testid=""bullet-list-item""><span>21 degree plastic collation</span></li><li data-testid=""bullet-list-item""><span>Vinyl coating makes fastener easier to drive</span></li><li data-testid=""bullet-list-item""><span>Smooth shank</span></li><li data-testid=""bullet-list-item""><span>1,000 count plastic tub</span></li><li data-testid=""bullet-list-item""><a href=""https://www.homedepot.com/c/Return_Policy"" class=""sui-font-regular sui-text-base sui-tracking-normal sui-normal-case sui-line-clamp-unset sui-text-primary focus-visible:sui-bg-focus focus-visible:sui-outline-none sui-underline"">Return Policy</a></li></ul><div class=""sui-flex sui-flex-col sui-gap-2 sui-my-4"" data-testid=""productInfo""><span><span>Product ID #:</span> 202275377</span><span><span>Internet #:</span> 764666587649</span><span><span>Model #:</span> GR0141M</span></div>",https://www.homedepot.com/p/Grip-Rite-3-in-x-0-131-in-Plastic-Brite-Vinyl-Coated-Smooth-Shank-Nails-1-000-per-Box-GR0141M/202275377
