Title,Handle,Body (HTML),URL
EpicClean Milton Arabescato Marble 12 in. x 24 in. Glazed Porcelain Floor and Wall Tile (15.6 sq. ft./Case),epicclean-milton-arabescato-marble-12-in-x-24-in-glazed-porcelain-floor-and-wall-tile-(156-sq-ft-case),"<div class=""sui-flex sui-flex-col sui-gap-4""><ul class=""sui-w-full sui-list-disc sui-px-6 sui-flex sui-flex-col sui-gap-2"" data-testid=""bullet-list""><li data-testid=""bullet-list-item""><span>Arabescato marble look antimicrobial porcelain floor tile</span></li><li data-testid=""bullet-list-item""><span>Perfect for kitchens, bathrooms, and entryways</span></li><li data-testid=""bullet-list-item""><span>Complete your project with coordinating wall and mosaic tile</span></li></ul><span class=""sui-mt-8""><h5 class=""sui-h5-bold sui-line-clamp-unset sui-text-primary"">About This Product</h5></span><p>Protect your space with the Milton 12 in. x 24 in. EpicClean Arabescato Marble porcelain floor tile by Marazzi. This arabescato marble look tile is versatile and adds classic elegance to any space. Its antimicrobial features, which help to fight stain and odor causing bacteria, make it perfect to use in kitchens and bathrooms. As beautiful as it is durable, this porcelain tile is waterproof, scratch-resistant, and actively defends against bacteria.</p></div><ul class=""sui-w-full sui-list-disc sui-px-6 sui-flex sui-flex-col sui-gap-2 sui-mt-4"" data-testid=""bullet-list""><li data-testid=""bullet-list-item""><span>15.6 square feet per case, 8 pieces per case. Case weight equals 62.8 lbs.</span></li><li data-testid=""bullet-list-item""><span>Grade 1, first-quality porcelain tile for floor, wall and countertop use</span></li><li data-testid=""bullet-list-item""><span>Actual size: 11-13/16 in. width x 23-13/16 in. length x 5/16 in. thick</span></li><li data-testid=""bullet-list-item""><span>Glazed matte finish with a medium sheen and moderate variation in tone</span></li><li data-testid=""bullet-list-item""><span>Class 3 abrasion resistance - suitable for floor applications with medium to heavy foot traffic</span></li><li data-testid=""bullet-list-item""><span>Impervious tile has water absorption of less than 0.5%</span></li><li data-testid=""bullet-list-item""><span>D.C.O.F. greater than or equal to 0.42 - slip-resistance meets requirements for use on dry, or wet, level floors; not suitable for shower floors; all products manufactured by Marazzi meet or exceed the requirements of the ANSI standard</span></li><li data-testid=""bullet-list-item""><span>Frost resistant</span></li><li data-testid=""bullet-list-item""><span>Residential and light commercial use</span></li><li data-testid=""bullet-list-item""><span>Don't forget your coordinating Milton collection as well as grout, backerboard, thinset, and installation tools</span></li><li data-testid=""bullet-list-item""><span>Available for in store, online, and special order purchase</span></li><li data-testid=""bullet-list-item""><span>It is recommended you purchase a minimum of 10% overage to account for design cuts and patterns</span></li><li data-testid=""bullet-list-item""><span>Overlap during installation should not exceed 33%, 50% overlap not recommended</span></li><li data-testid=""bullet-list-item""><span>Click <a href=""https://www.homedepot.com/collection/Flooring/EpicClean-Antimicrobial-Tile-Collection/Family-317120493"" target=""_blank"" style=""color:#F96302;"">here</a> to shop the EpicClean Collection</span></li><li data-testid=""bullet-list-item""><span><br><br><center><a href=""https://www.homedepot.com/collection/Flooring/EpicClean-Antimicrobial-Tile-Collection/Family-317120493"" target=""_blank""><br><br><center><img src=""https://inlinecontent.thdstatic.com/23F/FLR ANX-DALTILE/HD_EpicClean_InlineGraphic_410x850_2203.jpg""></center><br></a></center><br></span></li><li data-testid=""bullet-list-item""><a href=""https://www.homedepot.com/c/Return_Policy"" class=""sui-font-regular sui-text-base sui-tracking-normal sui-normal-case sui-line-clamp-unset sui-text-primary focus-visible:sui-bg-focus focus-visible:sui-outline-none sui-underline"">Return Policy</a></li></ul><div class=""sui-flex sui-flex-col sui-gap-2 sui-my-4"" data-testid=""productInfo""><span><span>Product ID #:</span> 316434408</span><span><span>Internet #:</span> 193453038192</span><span><span>Model #:</span> ML401224ECHD1P6</span></div>",https://www.homedepot.com/p/Marazzi-EpicClean-Milton-Arabescato-Marble-12-in-x-24-in-Glazed-Porcelain-Floor-and-Wall-Tile-15-6-sq-ft-Case-ML401224ECHD1P6/316434408
,undefined,undefined,https://www.homedepot.com/p/KC-CUBS-Multi-Color-Kids-Children-Bedroom-Farm-Road-Map-Construction-Educational-Learning-8-ft-x-10-ft-Area-Rug-KCP010025-8x10/303895558
Cardiff Maple 3/8 in. T x 6.5 in. W Water Resistant Wire Brushed Engineered Hardwood Flooring (23.6 sq. ft./case),cardiff-maple-38-in-t-x-65-in-w-water-resistant-wire-brushed-engineered-hardwood-flooring-(236-sq-ftcase),"<div class=""sui-flex sui-flex-col sui-gap-4""><ul class=""sui-w-full sui-list-disc sui-px-6 sui-flex sui-flex-col sui-gap-2"" data-testid=""bullet-list""><li data-testid=""bullet-list-item""><span>Upscale 47.6 in. L boards</span></li><li data-testid=""bullet-list-item""><span>100% real maple hardwood flooring</span></li><li data-testid=""bullet-list-item""><span>FloorScore certified with durable low-gloss urethane finish</span></li></ul><span class=""sui-mt-8""><h5 class=""sui-h5-bold sui-line-clamp-unset sui-text-primary"">About This Product</h5></span><p>Enhance your home interior with this Malibu Wide Plank engineered hardwood flooring. For a stylish look, it offers wire-brushed maple wood. Click-lock installation allows a convenient assembly, and seven coats of ultra-low gloss urethane makes it built to last.</p></div><ul class=""sui-w-full sui-list-disc sui-px-6 sui-flex sui-flex-col sui-gap-2 sui-mt-4"" data-testid=""bullet-list""><li data-testid=""bullet-list-item""><span>Maple wood</span></li><li data-testid=""bullet-list-item""><span>3/8 in. T x 6-1/2 in. W x 15 in. to 47.6 in. random length planks</span></li><li data-testid=""bullet-list-item""><span>Don't forget your coordinating trim and moldings</span></li><li data-testid=""bullet-list-item""><span>23.64 sq. ft. per case; case weight 43.43 lbs.</span></li><li data-testid=""bullet-list-item""><span>High density fiberboard (HDF) hardwood click lock flooring</span></li><li data-testid=""bullet-list-item""><span>Prefinished Cardiff light color with super matte low gloss urethane finish and elegantly wire brushed</span></li><li data-testid=""bullet-list-item""><span>Planks have hand rolled edges and ends</span></li><li data-testid=""bullet-list-item""><span>Janka wood hardness rating/resistance to denting: 1450</span></li><li data-testid=""bullet-list-item""><span>Install on all grades</span></li><li data-testid=""bullet-list-item""><span>Float or glue installation</span></li><li data-testid=""bullet-list-item""><span>Residential and light commercial use</span></li><li data-testid=""bullet-list-item""><span>Lifetime residential finish and structural warranty, 5-year commercial finish warranty</span></li><li data-testid=""bullet-list-item""><span>All online orders for this item ship via parcel ground and may arrive in multiple boxes</span></li><li data-testid=""bullet-list-item""><span>Purchase a minimum of 10% overage to account for cuts</span></li><li data-testid=""bullet-list-item""><span><a href=""https://www.homedepot.com/c/ab/best-hardwood-floors-for-your-home/9ba683603be9fa5395fab9062c9f8ef"" target=""_blank"">Click here to learn how to choose the Best Hardwood Floors for Your Home</a></span></li><li data-testid=""bullet-list-item""><a href=""https://www.homedepot.com/c/Return_Policy"" class=""sui-font-regular sui-text-base sui-tracking-normal sui-normal-case sui-line-clamp-unset sui-text-primary focus-visible:sui-bg-focus focus-visible:sui-outline-none sui-underline"">Return Policy</a></li><li data-testid=""bullet-list-item""><div class=""sui-flex sui-flex-row""><div>California residents</div>&nbsp;<div><a class=""sui-font-regular sui-text-base sui-tracking-normal sui-normal-case sui-line-clamp-unset sui-text-primary focus-visible:sui-bg-focus focus-visible:sui-outline-none sui-underline"">see Prop 65 WARNINGS</a></div></div></li></ul><div class=""sui-flex sui-flex-col sui-gap-2 sui-my-4"" data-testid=""productInfo""><span><span>Product ID #:</span> 300182553</span><span><span>Internet #:</span> 816234024206</span><span><span>Model #:</span> HDMPCL206EF</span></div>",https://www.homedepot.com/p/Malibu-Wide-Plank-Cardiff-Maple-3-8-in-T-x-6-5-in-W-Water-Resistant-Wire-Brushed-Engineered-Hardwood-Flooring-23-6-sq-ft-case-HDMPCL206EF/300182553
Kerdi-Shower-Kit 48 in. x 72 in. Shower Kit with PVC Flange,kerdi-shower-kit-48-in-x-72-in-shower-kit-with-pvc-flange,"<div class=""sui-flex sui-flex-col sui-gap-4""><ul class=""sui-w-full sui-list-disc sui-px-6 sui-flex sui-flex-col sui-gap-2"" data-testid=""bullet-list""><li data-testid=""bullet-list-item""><span>Waterproofing system for tiled showers</span></li><li data-testid=""bullet-list-item""><span>Helps prevent mold growth</span></li><li data-testid=""bullet-list-item""><span>Convenient, timesaving installation, no mortar bed needed</span></li></ul><span class=""sui-mt-8""><h5 class=""sui-h5-bold sui-line-clamp-unset sui-text-primary"">About This Product</h5></span><p>The Kerdi-Shower-Kit without the grate is a kit containing components to create a watertight shower assembly. The prefabricated sloped shower tray with integrated Kerdi waterproofing eliminates the need for a mortar bed. Kit includes a shower tray, Kerdi-Board-SC shower curb, Kerdi waterproofing membrane, Kerdi-Band waterproofing strip, Kerdi-Kereck corners, Kerdi-Seal pipe seal and mixing valve seal and Kerdi-Drain flange. The Kerdi-Shower-Kit without the grate is designed for use with the Kerdi-Drain grate which is sold separate.</p></div><ul class=""sui-w-full sui-list-disc sui-px-6 sui-flex sui-flex-col sui-gap-2 sui-mt-4"" data-testid=""bullet-list""><li data-testid=""bullet-list-item""><span>Kerdi-Shower-Kit without the grate fits a 48 in. x 72 in. shower area</span></li><li data-testid=""bullet-list-item""><span>PVC flange with 2 in. outlet</span></li><li data-testid=""bullet-list-item""><span>Use with Kerdi-Drain grate sold separately</span></li><li data-testid=""bullet-list-item""><span>Center drain placement</span></li><li data-testid=""bullet-list-item""><span>For commercial and residential use</span></li><li data-testid=""bullet-list-item""><span>Designed to create a fully waterproof and vapor tight enclosure for tiled showers</span></li><li data-testid=""bullet-list-item""><span>Kit contains: 1 shower tray 48 in. x 72 in, 2 Kerdi-Board-SC 38 in. long shower curbs, 1 roll of Kerdi waterproofing membrane 128 sq. ft., 2 Kerdi-Band 33 ft. long roll waterproofing strips, 4 inside and 2 outside Kerdi-Kereck-F corners, 1 Kerdi-Seal-PS 3/4 in. pipe seal, 1 Kerdi-Seal-MV 4-1/4 in. mixing valve seal, and 1 PVC Kerdi-Drain flange</span></li><li data-testid=""bullet-list-item""><a href=""https://www.homedepot.com/c/Return_Policy"" class=""sui-font-regular sui-text-base sui-tracking-normal sui-normal-case sui-line-clamp-unset sui-text-primary focus-visible:sui-bg-focus focus-visible:sui-outline-none sui-underline"">Return Policy</a></li><li data-testid=""bullet-list-item""><div class=""sui-flex sui-flex-row""><div>California residents</div>&nbsp;<div><a class=""sui-font-regular sui-text-base sui-tracking-normal sui-normal-case sui-line-clamp-unset sui-text-primary focus-visible:sui-bg-focus focus-visible:sui-outline-none sui-underline"">see Prop 65 WARNINGS</a></div></div></li></ul><div class=""sui-flex sui-flex-col sui-gap-2 sui-my-4"" data-testid=""productInfo""><span><span>Product ID #:</span> 309468532</span><span><span>Internet #:</span> 4011832168550</span><span><span>Model #:</span> KSK12201830PVC</span></div>",https://www.homedepot.com/p/Schluter-Kerdi-Shower-Kit-48-in-x-72-in-Shower-Kit-with-PVC-Flange-KSK12201830PVC/309468532
Amagansett Gin White 4 in. x 4 in. Mixed Finish Ceramic Wall Tile (5.38 Sq. Ft. / Case),amagansett-gin-white-4-in-x-4-in-mixed-finish-ceramic-wall-tile-(538-sq-ft-case),"<div class=""sui-flex sui-flex-col sui-gap-4""><ul class=""sui-w-full sui-list-disc sui-px-6 sui-flex sui-flex-col sui-gap-2"" data-testid=""bullet-list""><li data-testid=""bullet-list-item""><span>A glossy tile with a handmade look, available in 2 size formats</span></li><li data-testid=""bullet-list-item""><span>Ceramic tile for kitchen backsplashes, bathroom and shower walls</span></li><li data-testid=""bullet-list-item""><span>Pair it with the coordinating Amagansett bullnose tile</span></li></ul><span class=""sui-mt-8""><h5 class=""sui-h5-bold sui-line-clamp-unset sui-text-primary"">About This Product</h5></span><p>Inspired by lazy summer weekends spent down at the shore, the Amagansett Handmade Look Wall Tile Collection evokes memories of sand between your toes and the smell of saltwater in the air. Available in 5 neutral colorways, Amagansett is the perfect choice to add a serene, coastal feel to your space. Each colorway is offered in a 4 in. x 4 in. and 2 in. x 8 in. subway format making for a plethora of design options. *Please note that there are two variations of gloss within a box, causing fluctuation in color. For best results, mix the shades before grouting.</p></div><ul class=""sui-w-full sui-list-disc sui-px-6 sui-flex sui-flex-col sui-gap-2 sui-mt-4"" data-testid=""bullet-list""><li data-testid=""bullet-list-item""><span>5.38 square feet per case, 50 pieces per case. Case weighs about 16 lbs.</span></li><li data-testid=""bullet-list-item""><span>Grade 1, first-quality ceramic tile for wall and top use</span></li><li data-testid=""bullet-list-item""><span>4 in. width x 4 in. length x 9mm; set of 50</span></li><li data-testid=""bullet-list-item""><span>Glazed smooth finish with some random shade and tone variation.</span></li><li data-testid=""bullet-list-item""><span>P.E.I. Rating 0 is suitable for walls and residential use only</span></li><li data-testid=""bullet-list-item""><span>Impervious flooring has water absorption of less than 0.5% for indoor or outdoor use and is frost proof</span></li><li data-testid=""bullet-list-item""><span>C.O.F. greater than 0.50 is recommended for standard residential applications and is marginally skid resistant; indoor use</span></li><li data-testid=""bullet-list-item""><span>Not frost resistant</span></li><li data-testid=""bullet-list-item""><span>Residential and commercial use</span></li><li data-testid=""bullet-list-item""><span>Don't forget your coordinating trim pieces, grout, backerboard, thinset, and installation tools</span></li><li data-testid=""bullet-list-item""><span>All online orders for this item ship via parcel ground and may arrive in multiple boxes</span></li><li data-testid=""bullet-list-item""><span>It is recommended you purchase a minimum of 10% overage to account for design cuts and patterns.</span></li><li data-testid=""bullet-list-item""><a href=""https://www.homedepot.com/c/Return_Policy"" class=""sui-font-regular sui-text-base sui-tracking-normal sui-normal-case sui-line-clamp-unset sui-text-primary focus-visible:sui-bg-focus focus-visible:sui-outline-none sui-underline"">Return Policy</a></li></ul><div class=""sui-flex sui-flex-col sui-gap-2 sui-my-4"" data-testid=""productInfo""><span><span>Product ID #:</span> 306804568</span><span><span>Internet #:</span> 841497115644</span><span><span>Model #:</span> EXT3RD101879</span></div>",https://www.homedepot.com/p/Ivy-Hill-Tile-Amagansett-Gin-White-4-in-x-4-in-Mixed-Finish-Ceramic-Wall-Tile-5-38-Sq-Ft-Case-EXT3RD101879/306804568
,undefined,undefined,https://www.homedepot.com/p/LOLOI-II-Heidi-Ivory-Ocean-2-ft-3-in-x-3-ft-9-in-Persian-Printed-Area-Rug-HEIDHEI-04IVOC2339/316435841
,undefined,undefined,https://www.homedepot.com/p/LOLOI-II-Teagan-Ivory-Sand-9-ft-9-in-x-13-ft-6-in-Traditional-Area-Rug-TEAGTEA-03IVSA99D6/316423047
Capel Bianco 6 in. x 24 in. Matte Ceramic Floor and Wall Tile (17 sq. ft./Case),capel-bianco-6-in-x-24-in-matte-ceramic-floor-and-wall-tile-(17-sq-ft-case),"<div class=""sui-flex sui-flex-col sui-gap-4""><ul class=""sui-w-full sui-list-disc sui-px-6 sui-flex sui-flex-col sui-gap-2"" data-testid=""bullet-list""><li data-testid=""bullet-list-item""><span>Provides the look of wood and the durability of ceramic tile</span></li><li data-testid=""bullet-list-item""><span>Perfect for kitchen and bathroom floors, walls, and backsplashes</span></li><li data-testid=""bullet-list-item""><span>Made for indoor only commercial and residential use</span></li></ul><span class=""sui-mt-8""><h5 class=""sui-h5-bold sui-line-clamp-unset sui-text-primary"">About This Product</h5></span><p>A style trifecta defines this Capel Bianco 6 in. x 24 in. Ceramic Floor and Wall Tile. Combining a sleek, smooth finish with an elegant white tone, this tile provides the durability of ceramic with a classic wood grain look. A medium-sheen glaze and slight variation in tone allow the tile to elegantly blend with a wide range of decor styles. Ideal for indoor applications, this distinct pattern suits various installations in kitchens, bathrooms and other residential or commercial spaces.</p></div><ul class=""sui-w-full sui-list-disc sui-px-6 sui-flex sui-flex-col sui-gap-2 sui-mt-4"" data-testid=""bullet-list""><li data-testid=""bullet-list-item""><span>17 square feet, 17 pieces per case. Case weight is 52.02 lbs.</span></li><li data-testid=""bullet-list-item""><span>Grade 1, first-quality ceramic tile for floor, wall and countertop use</span></li><li data-testid=""bullet-list-item""><span>6 in. wide x 24 in. long x 0.30 in. thick</span></li><li data-testid=""bullet-list-item""><span>Glazed matte finish with a medium sheen and slight variation in tone</span></li><li data-testid=""bullet-list-item""><span>P.E.I. Rating III is suitable for medium-duty residential and commercial floors including kitchens, corridors, balconies and areas used more often with normal footwear and small amounts of dirt</span></li><li data-testid=""bullet-list-item""><span>Vitreous flooring has water absorption of more than 0.5% but less than 3% for indoor use</span></li><li data-testid=""bullet-list-item""><span>C.O.F. greater than 0.50 is recommended for standard residential and commercial applications and is marginally skid resistant</span></li><li data-testid=""bullet-list-item""><span>Not frost resistant</span></li><li data-testid=""bullet-list-item""><span>Residential and commercial use</span></li><li data-testid=""bullet-list-item""><span>Ceramic/porcelain, LVT and natural stone tile within a corresponding series may be produced at different times; while true to the tile, this may cause a variation in color and size</span></li><li data-testid=""bullet-list-item""><span>Don't forget your coordinating trim pieces, grout, backerboard, thinset and installation tools</span></li><li data-testid=""bullet-list-item""><span>All online orders for this item ship via common carrier or parcel ground and may arrive in multiple boxes</span></li><li data-testid=""bullet-list-item""><span>It is recommended you purchase a minimum of 10% overage to account for design cuts and patterns.</span></li><li data-testid=""bullet-list-item""><span>GREENGUARD indoor air quality certified and GREENGUARD children and schools certified product</span></li><li data-testid=""bullet-list-item""><span>1-year limited warranty is provided on flooring and surfacing products manufactured or distributed by MSI within the limitations explicitly outlined in the warranty statement</span></li><li data-testid=""bullet-list-item""><span>To ensure consistency of size and color, please capture all tiles for a project within 1 order, each item within an order is selected from a single color (dye lot) and size (caliber), so multiple orders may receive various colors and/or sizes</span></li><li data-testid=""bullet-list-item""><span>Ceramic/porcelain, LVT and natural stone tile within a corresponding series may be produced at different times; while true to the tile, this may cause a variation in color and size</span></li><li data-testid=""bullet-list-item""><span><a href=""https://www.homedepot.com/b/Flooring/TrafficMaster/N-5yc1vZaq7rZ5bx"" target=""_blank"" style=""color:#F96302;"">Click here to shop for more TrafficMaster Flooring</a></span></li><li data-testid=""bullet-list-item""><a href=""https://www.homedepot.com/c/Return_Policy"" class=""sui-font-regular sui-text-base sui-tracking-normal sui-normal-case sui-line-clamp-unset sui-text-primary focus-visible:sui-bg-focus focus-visible:sui-outline-none sui-underline"">Return Policy</a></li></ul><div class=""sui-flex sui-flex-col sui-gap-2 sui-my-4"" data-testid=""productInfo""><span><span>Product ID #:</span> 308708541</span><span><span>Internet #:</span> 747583071040</span><span><span>Model #:</span> NHDCAPBIA6X24</span></div>",https://www.homedepot.com/p/TrafficMaster-Capel-Bianco-6-in-x-24-in-Matte-Ceramic-Floor-and-Wall-Tile-17-sq-ft-Case-NHDCAPBIA6X24/308708541
1/4 in. x 4 in. Hex-Washer-Head Concrete Anchors (25-Pack),14-in-x-4-in-hex-washer-head-concrete-anchors-(25-pack),"<div class=""sui-flex sui-flex-col sui-gap-4""><ul class=""sui-w-full sui-list-disc sui-px-6 sui-flex sui-flex-col sui-gap-2"" data-testid=""bullet-list""><li data-testid=""bullet-list-item""><span>Designed for fastening into solid concrete, brick or hollow block</span></li><li data-testid=""bullet-list-item""><span>Coated for corrosion protection</span></li><li data-testid=""bullet-list-item""><span>Strong enough for heavy duty projects</span></li></ul><span class=""sui-mt-8""><h5 class=""sui-h5-bold sui-line-clamp-unset sui-text-primary"">About This Product</h5></span><p>As the original Concrete screw anchor that revolutionized the construction world, Tapcon brand Concrete anchors deliver the ease of use, superior precision, and the unparalleled performance that professionals demand. Tapcon Concrete screw anchors draw from its unique ability to TAP its own threads into Concrete, making it an excellent alternative to expansion anchors, plugs, and lag shields. Use Tapcon Concrete screw anchors for installing sill plates, electrical equipment, furring strips, and many other applications that require fastening into brick, block, or Concrete.</p></div><ul class=""sui-w-full sui-list-disc sui-px-6 sui-flex sui-flex-col sui-gap-2 sui-mt-4"" data-testid=""bullet-list""><li data-testid=""bullet-list-item""><span>Tapcon Concrete Screws work in all masonry-based material including concrete, block, or brick</span></li><li data-testid=""bullet-list-item""><span>Use Tapcon screws for a variety of projects including fixing sill plates, electrical equipment, 2 x 4's and many other fixtures to masonry</span></li><li data-testid=""bullet-list-item""><span>Chisel edges on Tapcon Concrete Anchors accurately cut threads into concrete allowing for consistent driving performance and back holding power</span></li><li data-testid=""bullet-list-item""><span>Climaseal blue coating delivers long-lasting corrosion protection</span></li><li data-testid=""bullet-list-item""><span>Advanced thread form reduces installation torque by 30%, allowing for use in a wider range of materials</span></li><li data-testid=""bullet-list-item""><span>Reputation for quality, strength and ease of installation from industry professionals</span></li><li data-testid=""bullet-list-item""><span>Approved for use in ACQ treated lumber</span></li><li data-testid=""bullet-list-item""><span>To install, use a 3/16 in. carbide-tipped Tapcon drill bit to drill pilot hole</span></li><li data-testid=""bullet-list-item""><a href=""https://www.homedepot.com/c/Return_Policy"" class=""sui-font-regular sui-text-base sui-tracking-normal sui-normal-case sui-line-clamp-unset sui-text-primary focus-visible:sui-bg-focus focus-visible:sui-outline-none sui-underline"">Return Policy</a></li></ul><div class=""sui-flex sui-flex-col sui-gap-2 sui-my-4"" data-testid=""productInfo""><span><span>Product ID #:</span> 100161417</span><span><span>Internet #:</span> 092097243453</span><span><span>Model #:</span> 24345</span></div>",https://www.homedepot.com/p/Tapcon-1-4-in-x-4-in-Hex-Washer-Head-Concrete-Anchors-25-Pack-24345/100161417
#12-14 x 1-1/2 in. External Hex Washer Head Roofing Drill Point Screw (75-Pack),12-14-x-1-12-in-external-hex-washer-head-roofing-drill-point-screw-(75-pack),"<div class=""sui-flex sui-flex-col sui-gap-4""><ul class=""sui-w-full sui-list-disc sui-px-6 sui-flex sui-flex-col sui-gap-2"" data-testid=""bullet-list""><li data-testid=""bullet-list-item""><span>Secure Flashing for Corrugated Roofing without pre-drilling</span></li><li data-testid=""bullet-list-item""><span>Teks Metal Roofing Screws are Corrosion Resistant</span></li><li data-testid=""bullet-list-item""><span>Tap and fasten metal to metal or metal to wood in one motion</span></li></ul><span class=""sui-mt-8""><h5 class=""sui-h5-bold sui-line-clamp-unset sui-text-primary"">About This Product</h5></span><p>Teks roofing screws provide secure metal to metal fastening with strong holding power, without the need to pre-drill. Engineered drill-point and flute remove material efficiently and properly size the hole for threads. Ideal for attaching roofing and wall panels to steel framing. Self-sealing neoprene washer provides a waterproof seal and a premium finish provides exceptional corrosion resistance in harsh outdoor environments. Installs with a standard screw gun and a 5/16 in. hex drive bit.</p></div><ul class=""sui-w-full sui-list-disc sui-px-6 sui-flex sui-flex-col sui-gap-2 sui-mt-4"" data-testid=""bullet-list""><li data-testid=""bullet-list-item""><span>Ideal for metal to wood applications and provides exceptional corrosion resistance especially when fastening roofing panels to wood structures</span></li><li data-testid=""bullet-list-item""><span>Self-sealing neoprene washer provides a waterproof seal in harsh outdoor environments</span></li><li data-testid=""bullet-list-item""><span>High performance drive surfaces and hex head reduce cam-outs to penetrate surface the first time for easy installation</span></li><li data-testid=""bullet-list-item""><span>Zinc based with Thermalset polyesther metal filled coating (metal in coating is zinc)</span></li><li data-testid=""bullet-list-item""><span>Precise sharp point designed to drill, tap and fasten all in 1 motion</span></li><li data-testid=""bullet-list-item""><span>No pre-drilling necessary</span></li><li data-testid=""bullet-list-item""><span>Provides secure fastening with strong holding power</span></li><li data-testid=""bullet-list-item""><span>Highly versatile</span></li><li data-testid=""bullet-list-item""><span>Common project applications: corrugated roofing, HVAC, steel stud framing, gutters, flashing for corrugated roofing and register vents</span></li><li data-testid=""bullet-list-item""><a href=""https://www.homedepot.com/c/Return_Policy"" class=""sui-font-regular sui-text-base sui-tracking-normal sui-normal-case sui-line-clamp-unset sui-text-primary focus-visible:sui-bg-focus focus-visible:sui-outline-none sui-underline"">Return Policy</a></li></ul><div class=""sui-flex sui-flex-col sui-gap-2 sui-my-4"" data-testid=""productInfo""><span><span>Product ID #:</span> 206024091</span><span><span>Internet #:</span> 092097214194</span><span><span>Model #:</span> 21419</span></div>",https://www.homedepot.com/p/Teks-12-14-x-1-1-2-in-External-Hex-Washer-Head-Roofing-Drill-Point-Screw-75-Pack-21419/206024091
1-1/2 in. x 1/2 in. 6/24 Workbench Mounting Strips Black (4 Sets),1-12-in-x-12-in-624-workbench-mounting-strips-black-(4-sets),"<div class=""sui-flex sui-flex-col sui-gap-4""><span class=""sui-mt-8""><h5 class=""sui-h5-bold sui-line-clamp-unset sui-text-primary"">About This Product</h5></span><p>Indoors, outdoors, smooth surface, rough surface, VELCRO Brand Workbench Mounting Tape is your best choice for mounting surge protectors, tools, or anything that absolutely, positively needs to stay put. Our Workbench Mounting Tape uses an aggressive hook-to-hook technology that closes with a snap. The foam tape adhesive easily conforms to smooth or rough surfaces and uses a strong adhesive with a wide temperature range for semi-permanent mounting indoors or out. Available in 18 in. or 36 in. L or 10 ft. rolls that you can cut to size, the Workbench Mounting Tape will help you mount almost anything. And it's also available in convenient pre-cut squares for smaller, quick mounting jobs. Isn't it time to mount those tools and get those surge protectors up off the floor. VELCRO Brand Workbench Mounting Tape will make quick work organizing your workbench and more. Just 1 more innovation to make your life easier and more organized. VELCRO Brand Workbench Mounting Tape.</p></div><ul class=""sui-w-full sui-list-disc sui-px-6 sui-flex sui-flex-col sui-gap-2 sui-mt-4"" data-testid=""bullet-list""><li data-testid=""bullet-list-item""><span>PERFECT FOR GARAGE ORGANIZATION APPLICATIONS: Featuring easy-to-use snap-lock technology, the strong, self-engaging tape snaps in place when firmly pressed together; an audible click alerts when it's securely joined</span></li><li data-testid=""bullet-list-item""><span>SNAP CLOSURE FOAM MOUNTING TAPE: Snap-lock technology snaps together for an incredibly strong hold</span></li><li data-testid=""bullet-list-item""><span>HEAVY DUTY MOUNTING TAPE FOR EXTREME TEMPERATURES: strong staying power even in extreme weather conditions; water and UV resistance keeps them firmly in place during rain, snow, or sweltering heat</span></li><li data-testid=""bullet-list-item""><span>VERSATILE FOAM MOUNTING TAPE: Ideal for a broad range of surfaces and applications; adheres to smooth or textured (mildly rough) surfaces, including metal, wood, glass, vinyl and concrete; not recommended for use on drywall</span></li><li data-testid=""bullet-list-item""><a href=""https://www.homedepot.com/c/Return_Policy"" class=""sui-font-regular sui-text-base sui-tracking-normal sui-normal-case sui-line-clamp-unset sui-text-primary focus-visible:sui-bg-focus focus-visible:sui-outline-none sui-underline"">Return Policy</a></li></ul><div class=""sui-flex sui-flex-col sui-gap-2 sui-my-4"" data-testid=""productInfo""><span><span>Product ID #:</span> 325718942</span><span><span>Internet #:</span> 075967308247</span><span><span>Model #:</span> VEL-30824-USA</span></div>",https://www.homedepot.com/p/VELCRO-1-1-2-in-x-1-2-in-6-24-Workbench-Mounting-Strips-Black-4-Sets-VEL-30824-USA/325718942
