"Tags","Vendor","Title","Handle","Body (HTML)","Variant Price","Length","Length Unit","Width","Width Unit","Thickness","Thickness Unit","Variant Weight","Variant Weight Unit","URL","Image Src","Image Position"
"undefined","undefined","undefined","mechanics-tool-set-(270-piece)","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","https://images.thdstatic.com/productImages/9c4ace36-03b3-4bc8-b579-0287420a68cd/svn/husky-mechanics-tool-sets-h270mtsq223-66_600.jpg","6"
"""Tools,Tool Storage,Tool Chests,Mobile Workbenches""","Husky","72 in. W x 24 in. D Heavy Duty 18-Drawer Mobile Workbench Cabinet with Adjustable-Height Hardwood Top in Matte Black","72-in-w-x-24-in-d-heavy-duty-18-drawer-mobile-workbench-cabinet-with-adjustable-height-hardwood-top-in-matte-black","<div class=""sui-flex sui-flex-col sui-gap-4""><ul class=""sui-w-full sui-list-disc sui-px-6 sui-flex sui-flex-col sui-gap-2"" data-testid=""bullet-list""><li data-testid=""bullet-list-item""><span>72 in. workbench supports up to 3,000 lbs. with 18 drawers</span></li><li data-testid=""bullet-list-item""><span>Tool chest includes 6 outlets and 2 USB ports for easy charging</span></li><li data-testid=""bullet-list-item""><span>Adjustable height of work surface from 39 inches to 52 inches</span></li></ul><span class=""sui-mt-8""><h5 class=""sui-h5-bold sui-line-clamp-unset sui-text-primary"">About This Product</h5></span><p>The Husky 72 in. 18-Drawer Mobile Workbench adjustable height matte black tool chest has a revolutionary feature that allows you to adjust the height of the solid wood work surface. A removable crank handle raises and lowers the top anywhere between 39 in. to 52 in. above the floor. This innovative design on this adjustable height workbench allows a better ergonomic standing position, which can help reduce strain on the body and joints. This 72 inch matte black tool chest is made with 19-gauge steel and is 24 in. deep -which is 6 in. deeper than most standard rolling tool cabinets- providing more usable storage space. This mobile workbench is strong enough to support 3,000 lbs. and has 33,545 cu. in. capacity. The 1.2 in. thick, solid wood top is coated with polyurethane for added utility and durability. Charge your tools with the built-in, 6-outlet, 2 USB power center. The 100 lbs. rated, soft-close drawer slides on the 72 inch workbench keep the drawers from accidentally opening or from slamming shut. Drawer liners are included to protect and keep your tools in place. The top long drawer and three bottom drawers are equipped, with double 120 lbs. soft closing drawer slides for increased weight capacity up to 240 lbs. For added security, this unit is fitted with a key and lock system. This mobile work center has 6 large, 6 in. x 2 in. all swivel casters and a steel tubular side handle, which allow you to easily move around, even when fully loaded.</p></div><ul class=""sui-w-full sui-list-disc sui-px-6 sui-flex sui-flex-col sui-gap-2 sui-mt-4"" data-testid=""bullet-list""><li data-testid=""bullet-list-item""><span>Carton dimensions (approximate): 75.6 in. W x 27.8 in. D x 39.75 in. H and weighs 617 lbs.</span></li><li data-testid=""bullet-list-item""><span>Product dimensions with 3.25 in. W handle (approximate): 75.25 in. W x 24 in. D x 39 in. H and weighs around 570 lbs.</span></li><li data-testid=""bullet-list-item""><span>Drawer dimensions left side: 3-drawers 16 in. W x 21.8 in. D x 2 in. H, 3-drawers: 16 in. W x 21.8 in. D x 3 in. H, bottom drawer: 16 in. W x 21.8 in. D x 7.8 in. H, center 1-drawer: 49.6 in. W x 21.8 in. D x 5.1 in. H, 2-drawers: 32.1 in. W x 21.8 in. D x 2 in. H, 2-drawers: 32.1 in. W x 21.8 in. D x 3 in. H, bottom center drawer: 32.1 in. W x 21.8 in. D x 7.8 in. H, right side 2-drawers: 16 in. W x 21.8 in. D x 2 in. H, 2-drawers: 16 in. W x 21.8 in. D x 3 in. H, bottom drawer: 16 in. W x 21.8 in. D x 7.8 in. H</span></li><li data-testid=""bullet-list-item""><span>6-outlet plus 2 USB sockets power center built into side wall</span></li><li data-testid=""bullet-list-item""><span>6 in. x 2 in. casters; 2 swivel and 4 swivel casters with brake</span></li><li data-testid=""bullet-list-item""><span>Full extension 120 lbs. rated soft closing ball bearing drawer slides</span></li><li data-testid=""bullet-list-item""><span>Large push bar, steel tubular side handle</span></li><li data-testid=""bullet-list-item""><span>Heavy-duty, 19-Gauge steel construction</span></li><li data-testid=""bullet-list-item""><span>All-welded steel construction with an industrial powder-coated finish</span></li><li data-testid=""bullet-list-item""><span>1 in. thick solid wood work surface with protective coating</span></li><li data-testid=""bullet-list-item""><span>Premium drawer liners included</span></li><li data-testid=""bullet-list-item""><span>Internal key locking system (with 2 provided keys) provides added security</span></li><li data-testid=""bullet-list-item""><span>Workbench comes with fully assembled casters for customer convenience</span></li><li data-testid=""bullet-list-item""><span>Tools and accessories shown in photos are not included with purchase</span></li><li data-testid=""bullet-list-item""><span>Backed by Husky's Limited 3-year Warranty. <a href=""in."" https:="""" www.homedepot.com="""" c="""" huskywarranty="""" in.="""" target=""in."" _blank="""" style=""in."" color:#f96302;="""">Click here for more information.</a></span></li><li data-testid=""bullet-list-item""><span>Call 1-888-HD-Husky for customer service and support</span></li><li data-testid=""bullet-list-item""><span><a href=""https://www.homedepot.com/b/Tools-Tool-Storage/Husky/N-5yc1vZc22eZrd"" target=""_blank"" style=""color:#F96302;"">Click here for more exclusive Husky Tool Boxes, Tool Chests, and Tool Storage products</a></span></li><li data-testid=""bullet-list-item""><span><a href=""https://www.homedepot.com/b/Tools-Tool-Storage-Tool-Chests/Husky/N-5yc1vZc2gkZrd"" target=""_blank"" style=""color:#F96302;"">Click here to shop the exclusive Husky Tool Chest Showroom</a></span></li><li data-testid=""bullet-list-item""><span><a href=""https://www.homedepot.com/c/electronics_recycling_programs"" style=""color:#F96302;"" target=""_blank"">Click here for more information on Electronic Recycling Programs</a></span></li><li data-testid=""bullet-list-item""><a href=""https://www.homedepot.com/c/Return_Policy"" class=""sui-font-regular sui-text-base sui-tracking-normal sui-normal-case sui-line-clamp-unset sui-text-primary focus-visible:sui-bg-focus focus-visible:sui-outline-none sui-underline"">Return Policy</a></li></ul><div class=""sui-flex sui-flex-col sui-gap-2 sui-my-4"" data-testid=""productInfo""><span><span>Product ID #:</span> 302255876</span><span><span>Internet #:</span> 8936058510876</span><span><span>Model #:</span> HOLC7218BB1MYS</span></div>","1498","","undefined","72","in","","undefined","567","lb","https://www.homedepot.com/p/Husky-72-in-W-x-24-in-D-Heavy-Duty-18-Drawer-Mobile-Workbench-Cabinet-with-Adjustable-Height-Hardwood-Top-in-Matte-Black-HOLC7218BB1MYS/302255876","https://images.thdstatic.com/productImages/b8d368e5-add8-4632-96dc-a121c494d575/svn/matte-black-with-black-trim-husky-mobile-workbenches-holc7218bb1mys-64_600.jpg","1"
"undefined","undefined","undefined","72-in-w-x-24-in-d-heavy-duty-18-drawer-mobile-workbench-cabinet-with-adjustable-height-hardwood-top-in-matte-black","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","https://images.thdstatic.com/productImages/1a23d6c8-0ee5-4488-bc25-87a2066db77f/svn/matte-black-with-black-trim-husky-mobile-workbenches-holc7218bb1mys-e1_600.jpg","2"
"undefined","undefined","undefined","72-in-w-x-24-in-d-heavy-duty-18-drawer-mobile-workbench-cabinet-with-adjustable-height-hardwood-top-in-matte-black","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","https://cf-images.us-east-1.prod.boltdns.net/v1/jit/66036796001/103222c5-841a-4617-8288-a3ccd8df803c/main/1280x720/1m16s512ms/match/image.jpg","3"
"undefined","undefined","undefined","72-in-w-x-24-in-d-heavy-duty-18-drawer-mobile-workbench-cabinet-with-adjustable-height-hardwood-top-in-matte-black","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","https://cf-images.us-east-1.prod.boltdns.net/v1/jit/66036796001/103222c5-841a-4617-8288-a3ccd8df803c/main/1280x720/1m16s512ms/match/image.jpg","4"
"undefined","undefined","undefined","72-in-w-x-24-in-d-heavy-duty-18-drawer-mobile-workbench-cabinet-with-adjustable-height-hardwood-top-in-matte-black","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","https://cf-images.us-east-1.prod.boltdns.net/v1/jit/66036796001/103222c5-841a-4617-8288-a3ccd8df803c/main/1280x720/1m16s512ms/match/image.jpg","5"
"undefined","undefined","undefined","72-in-w-x-24-in-d-heavy-duty-18-drawer-mobile-workbench-cabinet-with-adjustable-height-hardwood-top-in-matte-black","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","https://cf-images.us-east-1.prod.boltdns.net/v1/jit/66036796001/103222c5-841a-4617-8288-a3ccd8df803c/main/1280x720/1m16s512ms/match/image.jpg","6"
"""Tools,Power Tools,Saws,Miter Saws""","DEWALT","15 Amp Corded 12 in. Double Bevel Sliding Compound Miter Saw w/Blade Wrench, Material Clamp & Compact Miter Saw Stand","15-amp-corded-12-in-double-bevel-sliding-compound-miter-saw-wblade-wrench-material-clamp-compact-miter-saw-stand","<div class=""sui-flex sui-flex-col sui-gap-4""><ul class=""sui-w-full sui-list-disc sui-px-6 sui-flex sui-flex-col sui-gap-2"" data-testid=""bullet-list""><li data-testid=""bullet-list-item""><span>2 in. Double Bevel Sliding Compound Miter Saw</span></li><li data-testid=""bullet-list-item""><span>15 Amp, 3800 RPM motor delivers extended power &amp; durability</span></li><li data-testid=""bullet-list-item""><span>Miter saw stand with non-marring feet on tool mount</span></li></ul><span class=""sui-mt-8""><h5 class=""sui-h5-bold sui-line-clamp-unset sui-text-primary"">About This Product</h5></span><p>The DEWALT DWS779 sliding compound miter saw is precision at it's toughest, delivering accuracy and capacity for everyday jobsite use. This miter saw is designed with a powerful 15 Amp, 3800 RPM motor that delivers extended power and durability. Tall sliding fences support 7-1/2 in. of crown nested and up to 2 x 14 dimensional lumbers at 90° and 2 x 10 at 45°. A cam lock miter handle with detent override delivers quick and accurate miter angles. The DEWALT Compact Miter Saw Stand DWX724 has a universal design that works with all brands of miter saws.</p></div><ul class=""sui-w-full sui-list-disc sui-px-6 sui-flex sui-flex-col sui-gap-2 sui-mt-4"" data-testid=""bullet-list""><li data-testid=""bullet-list-item""><span>Stainless steel miter detent plate with 10 positive stops</span></li><li data-testid=""bullet-list-item""><span>Precise miter system and machined base fence support</span></li><li data-testid=""bullet-list-item""><span>Precise miter system and machined base fence support cam-lock miter handle with detent override delivers quick and accurate miter angles</span></li><li data-testid=""bullet-list-item""><span>Tall sliding fences support 6-3/4 in. base vertically</span></li><li data-testid=""bullet-list-item""><span>Bevels 0° - 48° left and right</span></li><li data-testid=""bullet-list-item""><span>2 in. x 14 in. dimensional lumber cross cut capacity at 90° and 2 in. x 10 in. dimensional lumber at 45°</span></li><li data-testid=""bullet-list-item""><span>Dual horizontal steel rails with innovative clamping mechanism and linear ball bearings for accuracy and durability</span></li><li data-testid=""bullet-list-item""><span>Efficient dust collection system captures over 75% of dust generated</span></li><li data-testid=""bullet-list-item""><span>Oversized, high visibility bevel scale with positive stops</span></li><li data-testid=""bullet-list-item""><span>DWX724 universal, compact design works with all brands of miter saws</span></li><li data-testid=""bullet-list-item""><span>DWX724 500 lbs. capacity</span></li><li data-testid=""bullet-list-item""><span>DWX724 Leg lock levers allow for fast and easy set-up</span></li><li data-testid=""bullet-list-item""><span>DWX724 40 in. beam extends to support up to 10 ft. of material</span></li><li data-testid=""bullet-list-item""><span>DWX724 extension lock levers allow for fast and secure locking of extensions</span></li><li data-testid=""bullet-list-item""><span>DWX724 tool mounting brackets easily and securely mount miter saw to stand</span></li><li data-testid=""bullet-list-item""><span>DWX724 non-marring feet on tool mount will not scratch material</span></li><li data-testid=""bullet-list-item""><span>DWX724 Work stops/supports can be repositioned quickly anywhere along the rail</span></li><li data-testid=""bullet-list-item""><span><a href=""https://www.homedepot.com/b/DEWALT/N-5yc1vZ4j2?cm_sp=vanity-_-dewalt-_-APR20"" target=""_blank"">Shop All Dewalt Tools</a></span></li><li data-testid=""bullet-list-item""><span><a href=""https://www.homedepot.com/c/electronics_recycling_programs"" style=""color:#F96302;"" target=""_blank"">Click here for more information on Electronic Recycling Programs</a></span></li><li data-testid=""bullet-list-item""><a href=""https://www.homedepot.com/c/Return_Policy"" class=""sui-font-regular sui-text-base sui-tracking-normal sui-normal-case sui-line-clamp-unset sui-text-primary focus-visible:sui-bg-focus focus-visible:sui-outline-none sui-underline"">Return Policy</a></li><li data-testid=""bullet-list-item""><div class=""sui-flex sui-flex-row""><div>California residents</div>&nbsp;<div><a class=""sui-font-regular sui-text-base sui-tracking-normal sui-normal-case sui-line-clamp-unset sui-text-primary focus-visible:sui-bg-focus focus-visible:sui-outline-none sui-underline"">see Prop 65 WARNINGS</a></div></div></li></ul><div class=""sui-flex sui-flex-col sui-gap-2 sui-my-4"" data-testid=""productInfo""><span><span>Product ID #:</span> 322363840</span><span><span>Internet #:</span> 885911026741</span><span><span>Model #:</span> DWS779WDWX724</span></div>","829","6","ft","23.75","in","14","in","68","lb","https://www.homedepot.com/p/DEWALT-15-Amp-Corded-12-in-Double-Bevel-Sliding-Compound-Miter-Saw-w-Blade-Wrench-Material-Clamp-Compact-Miter-Saw-Stand-DWS779WDWX724/322363840","https://images.thdstatic.com/productImages/c311bef4-1254-46ac-94d9-3750b719f5a9/svn/dewalt-miter-saws-dws779wdwx724-64_600.jpg","1"
"undefined","undefined","undefined","15-amp-corded-12-in-double-bevel-sliding-compound-miter-saw-wblade-wrench-material-clamp-compact-miter-saw-stand","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","https://images.thdstatic.com/productImages/8f90f2a3-a10d-4612-840c-0eadbe655c2b/svn/dewalt-miter-saws-dws779wdwx724-e1_600.jpg","2"
"undefined","undefined","undefined","15-amp-corded-12-in-double-bevel-sliding-compound-miter-saw-wblade-wrench-material-clamp-compact-miter-saw-stand","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","https://images.thdstatic.com/productImages/b4c2e55d-17ec-4075-a3c1-8a461e9fa8c2/svn/dewalt-miter-saws-dws779wdwx724-40_600.jpg","3"
"undefined","undefined","undefined","15-amp-corded-12-in-double-bevel-sliding-compound-miter-saw-wblade-wrench-material-clamp-compact-miter-saw-stand","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","https://images.thdstatic.com/productImages/e29fc025-7419-491c-9f07-45be8fc088a9/svn/dewalt-miter-saws-dws779wdwx724-a0_600.jpg","4"
"undefined","undefined","undefined","15-amp-corded-12-in-double-bevel-sliding-compound-miter-saw-wblade-wrench-material-clamp-compact-miter-saw-stand","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","https://images.thdstatic.com/productImages/0d4cd925-ec78-4a72-8bd9-dbf14414ece7/svn/dewalt-miter-saws-dws779wdwx724-1d_600.jpg","5"
"undefined","undefined","undefined","15-amp-corded-12-in-double-bevel-sliding-compound-miter-saw-wblade-wrench-material-clamp-compact-miter-saw-stand","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","https://images.thdstatic.com/productImages/114ac362-bae0-4ec0-8d4c-63606feea0ca/svn/dewalt-miter-saws-dws779wdwx724-66_600.jpg","6"
"""Tools,Power Tools,Saws,Reciprocating Saws""","Milwaukee","M18 FUEL 18V Lithium-Ion Brushless Cordless HACKZALL Reciprocating Saw (Tool-Only)","m18-fuel-18v-lithium-ion-brushless-cordless-hackzall-reciprocating-saw-(tool-only)","<div class=""sui-flex sui-flex-col sui-gap-4""><ul class=""sui-w-full sui-list-disc sui-px-6 sui-flex sui-flex-col sui-gap-2"" data-testid=""bullet-list""><li data-testid=""bullet-list-item""><span>Cuts up to 50% faster than competitive one handed recip saws</span></li><li data-testid=""bullet-list-item""><span>Up to 4x lower vibration for smooth cut starts &amp; one-hand control</span></li><li data-testid=""bullet-list-item""><span>Part of the M18 System, featuring over 250+ tools</span></li></ul><span class=""sui-mt-8""><h5 class=""sui-h5-bold sui-line-clamp-unset sui-text-primary"">About This Product</h5></span><p>The Milwaukee 2719-20 M18 FUEL HACKZALL is the fastest cutting and most powerful one-handed design reciprocating saw. Utilizing a POWERSTATE Brushless Motor and a best in class 7/8 in. stroke length, the M18 FUEL HACKZALL cuts up to 50% faster than competitors. The compact, 1-handed design provides superior control and the ability to make cuts in tight spaces. The dual gear counter balance mechanism provides the lowest in-cut vibration of any reciprocating saw, resulting in faster cut-starts in metal and reduced user fatigue. REDLINK PLUS Intelligence ensures optimized performance and protects your investment from overload, overheating and over-discharge. A rubber seal and weep holes provide superior protection against water and debris.</p></div><ul class=""sui-w-full sui-list-disc sui-px-6 sui-flex sui-flex-col sui-gap-2 sui-mt-4"" data-testid=""bullet-list""><li data-testid=""bullet-list-item""><span>POWERSTATE brushless motor: increased cutting speed and power through the toughest applications</span></li><li data-testid=""bullet-list-item""><span>REDLINK plus intelligence: the most advanced system of cordless power tool electronics; provides optimized performance and overload protection using total system communication between tool, battery and charger</span></li><li data-testid=""bullet-list-item""><span>REDLITHIUM Battery technology: superior pack construction, electronics and performance deliver more work per charge and more work over pack life than any battery on the market</span></li><li data-testid=""bullet-list-item""><span>1-handed design provides superior control and versatility over standard reciprocating saws</span></li><li data-testid=""bullet-list-item""><span>Compact and lightweight design allows for easier cutting in tight spaces or overhead applications</span></li><li data-testid=""bullet-list-item""><span>7/8 in. stroke length removes more material with each stroke resulting in the faster cuts</span></li><li data-testid=""bullet-list-item""><span>Pivoting shoe provides constant contact with the work-piece resulting in smoother cuts with less bucking and vibration</span></li><li data-testid=""bullet-list-item""><span><a href=""https://www.homedepot.com/b/Milwaukee/N-5yc1vZzv"" target=""_blank"" style=""color:#F96302;"">Shop All Milwaukee Tools</a></span></li><li data-testid=""bullet-list-item""><span><br><br><center><a href=""https://www.homedepot.com/b/Tools-Power-Tools/Milwaukee/Milwaukee-M18/N-5yc1vZc298ZzvZ1z17rdr?cm_sp=vanity-_-m18-_-JUN19"" target=""_blank""><br><br><center><img src=""https://inlinecontent.thdstatic.com/25H/MILWAUKEE ELECTRIC TOOL/1328848.jpg""></center><br></a></center><br></span></li><li data-testid=""bullet-list-item""><span><a href=""https://www.homedepot.com/c/electronics_recycling_programs"" style=""color:#F96302;"" target=""_blank"">Click here for more information on Electronic Recycling Programs</a></span></li><li data-testid=""bullet-list-item""><a href=""https://www.homedepot.com/c/Return_Policy"" class=""sui-font-regular sui-text-base sui-tracking-normal sui-normal-case sui-line-clamp-unset sui-text-primary focus-visible:sui-bg-focus focus-visible:sui-outline-none sui-underline"">Return Policy</a></li></ul><div class=""sui-flex sui-flex-col sui-gap-2 sui-my-4"" data-testid=""productInfo""><span><span>Product ID #:</span> 302190765</span><span><span>Internet #:</span> 045242502776</span><span><span>Model #:</span> 2719-20</span></div>","169","","undefined","3.31","in","","undefined","4.15","lb","https://www.homedepot.com/p/Milwaukee-M18-FUEL-18V-Lithium-Ion-Brushless-Cordless-HACKZALL-Reciprocating-Saw-Tool-Only-2719-20/302190765","https://images.thdstatic.com/productImages/2863439e-c3e8-4a5a-adfb-225b4eae4d0f/svn/milwaukee-reciprocating-saws-2719-20-64_600.jpg","1"
"undefined","undefined","undefined","m18-fuel-18v-lithium-ion-brushless-cordless-hackzall-reciprocating-saw-(tool-only)","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","https://images.thdstatic.com/productImages/653f8e01-e994-4998-a34d-c27ba29a2107/svn/milwaukee-reciprocating-saws-2719-20-e1_600.jpg","2"
"undefined","undefined","undefined","m18-fuel-18v-lithium-ion-brushless-cordless-hackzall-reciprocating-saw-(tool-only)","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","https://cf-images.us-east-1.prod.boltdns.net/v1/jit/1834613806001/5b5de6a2-33e7-4aac-bccf-e04289b0fd47/main/1280x720/18s80ms/match/image.jpg?pubId=66036796001","3"
"undefined","undefined","undefined","m18-fuel-18v-lithium-ion-brushless-cordless-hackzall-reciprocating-saw-(tool-only)","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","https://cf-images.us-east-1.prod.boltdns.net/v1/jit/1834613806001/5b5de6a2-33e7-4aac-bccf-e04289b0fd47/main/1280x720/18s80ms/match/image.jpg?pubId=66036796001","4"
"undefined","undefined","undefined","m18-fuel-18v-lithium-ion-brushless-cordless-hackzall-reciprocating-saw-(tool-only)","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","https://cf-images.us-east-1.prod.boltdns.net/v1/jit/1834613806001/5b5de6a2-33e7-4aac-bccf-e04289b0fd47/main/1280x720/18s80ms/match/image.jpg?pubId=66036796001","5"
"undefined","undefined","undefined","m18-fuel-18v-lithium-ion-brushless-cordless-hackzall-reciprocating-saw-(tool-only)","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","https://cf-images.us-east-1.prod.boltdns.net/v1/jit/1834613806001/5b5de6a2-33e7-4aac-bccf-e04289b0fd47/main/1280x720/18s80ms/match/image.jpg?pubId=66036796001","6"
"""Tools,Hand Tools,Hand Tool Sets,Impact Socket Sets""","Milwaukee","SHOCKWAVE 3/8 in. Drive SAE and Metric 6 Point Impact Socket Set (43-Piece)","shockwave-38-in-drive-sae-and-metric-6-point-impact-socket-set-(43-piece)","<div class=""sui-flex sui-flex-col sui-gap-4""><ul class=""sui-w-full sui-list-disc sui-px-6 sui-flex sui-flex-col sui-gap-2"" data-testid=""bullet-list""><li data-testid=""bullet-list-item""><span>For 3/8"" drive impact wrenches, drivers, ratchets, and adapters</span></li><li data-testid=""bullet-list-item""><span>Stamped and ink filled diameter markings for wear resistance</span></li><li data-testid=""bullet-list-item""><span>6-Point design made with forged impact steel for durability</span></li></ul><span class=""sui-mt-8""><h5 class=""sui-h5-bold sui-line-clamp-unset sui-text-primary"">About This Product</h5></span><p>The Milwaukee 43-Piece SHOCKWAVE Impact Duty 3/8 in. Drive SAE and Metric Deep 6 Point Socket Set features the boldest, longest-lasting markings and extreme impact durability in high torque applications. The stamped and ink-filled size marking enables users to select the right socket every time throughout the life of the socket. These Milwaukee sockets are engineered with high strength forged steel for optimized performance in heavy-duty applications. The non-slip hex geometry prevents fastener rounding, and a dual-hole design and ring groove allow for easy socket attachment and removal. The storage cases are impact resistant and nest together for easy stacking and storage. All SHOCKWAVE Impact Duty Sockets backed by a Lifetime Guarantee and meet ASME industry standards.</p></div><ul class=""sui-w-full sui-list-disc sui-px-6 sui-flex sui-flex-col sui-gap-2 sui-mt-4"" data-testid=""bullet-list""><li data-testid=""bullet-list-item""><span>Kit includes 40 standard and deep metric and SAE sockets and 3 accessories, the following sizes are included in standard and deep: 5/16, 3/8, 7/16, 1/2, 9/16, 5/8, 11/16, 3/4, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, and one 3 in. extension, 1 universal joint, and one 3/8 in. adapter</span></li><li data-testid=""bullet-list-item""><span>Impact resistant case with nestability for easy stacking and storage</span></li><li data-testid=""bullet-list-item""><span>Dual hole design and groove for easier attachment</span></li><li data-testid=""bullet-list-item""><span>Non-slip hex geometry to prevent socket and fastener rounding</span></li><li data-testid=""bullet-list-item""><span>Lifetime guarantee covers impact sockets and extensions only</span></li><li data-testid=""bullet-list-item""><span>Laser etched part number</span></li><li data-testid=""bullet-list-item""><span>Meets ASME industry standards</span></li><li data-testid=""bullet-list-item""><span>Correct-case set</span></li><li data-testid=""bullet-list-item""><span><a href=""https://www.homedepot.com/b/Milwaukee/N-5yc1vZzv"" target=""_blank"" style=""color:#F96302;"">Shop All Milwaukee Products</a></span></li><li data-testid=""bullet-list-item""><a href=""https://www.homedepot.com/c/Return_Policy"" class=""sui-font-regular sui-text-base sui-tracking-normal sui-normal-case sui-line-clamp-unset sui-text-primary focus-visible:sui-bg-focus focus-visible:sui-outline-none sui-underline"">Return Policy</a></li></ul><div class=""sui-flex sui-flex-col sui-gap-2 sui-my-4"" data-testid=""productInfo""><span><span>Product ID #:</span> 316467306</span><span><span>Internet #:</span> 045242581429</span><span><span>Model #:</span> 49-66-7009</span></div>","139.99","","undefined","","undefined","","undefined","","undefined","https://www.homedepot.com/p/Milwaukee-SHOCKWAVE-3-8-in-Drive-SAE-and-Metric-6-Point-Impact-Socket-Set-43-Piece-49-66-7009/316467306","https://images.thdstatic.com/productImages/ae552b67-1a3b-4a70-9e95-9f2adf4dbf10/svn/milwaukee-impact-socket-sets-49-66-7009-64_600.jpg","1"
"undefined","undefined","undefined","shockwave-38-in-drive-sae-and-metric-6-point-impact-socket-set-(43-piece)","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","https://images.thdstatic.com/productImages/fd073ac6-fc2a-46fb-8ae9-2f8ad9c2eb06/svn/milwaukee-impact-socket-sets-49-66-7009-e1_600.jpg","2"
"undefined","undefined","undefined","shockwave-38-in-drive-sae-and-metric-6-point-impact-socket-set-(43-piece)","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","https://cf-images.us-east-1.prod.boltdns.net/v1/jit/1834613806001/86281552-e4e7-4386-a1df-61fa7357c59a/main/1280x720/7s776ms/match/image.jpg?pubId=66036796001","3"
"undefined","undefined","undefined","shockwave-38-in-drive-sae-and-metric-6-point-impact-socket-set-(43-piece)","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","https://cf-images.us-east-1.prod.boltdns.net/v1/jit/1834613806001/86281552-e4e7-4386-a1df-61fa7357c59a/main/1280x720/7s776ms/match/image.jpg?pubId=66036796001","4"
"undefined","undefined","undefined","shockwave-38-in-drive-sae-and-metric-6-point-impact-socket-set-(43-piece)","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","https://cf-images.us-east-1.prod.boltdns.net/v1/jit/1834613806001/86281552-e4e7-4386-a1df-61fa7357c59a/main/1280x720/7s776ms/match/image.jpg?pubId=66036796001","5"
"undefined","undefined","undefined","shockwave-38-in-drive-sae-and-metric-6-point-impact-socket-set-(43-piece)","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","https://cf-images.us-east-1.prod.boltdns.net/v1/jit/1834613806001/86281552-e4e7-4386-a1df-61fa7357c59a/main/1280x720/7s776ms/match/image.jpg?pubId=66036796001","6"
