"Tags","Vendor","Title","Handle","Body (HTML)","Variant Price","Length","Length Unit","Width","Width Unit","Thickness","Thickness Unit","Variant Weight","Variant Weight Unit","URL","Image Src","Image Position"
"undefined","undefined","undefined","25-lbs-white-dry-mix-plaster-of-paris","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","https://images.thdstatic.com/productImages/99bcfb5e-da0b-4654-9e5a-a0e7c868b1a7/svn/dap-drywall-texture-tools-10312-4f_600.jpg","3"
"undefined","undefined","undefined","25-lbs-white-dry-mix-plaster-of-paris","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","https://images.thdstatic.com/productImages/33457da1-b1df-4e99-93d0-89ce21d0e21a/svn/dap-drywall-texture-tools-10312-1f_600.jpg","4"
"""Paint,Paint Supplies,Patching & Repair,Drywall Patches""","DAP","DryDex 8 oz. Wall Repair Patch Kit","drydex-8-oz-wall-repair-patch-kit","<div class=""sui-flex sui-flex-col sui-gap-4""><ul class=""sui-w-full sui-list-disc sui-px-6 sui-flex sui-flex-col sui-gap-2"" data-testid=""bullet-list""><li data-testid=""bullet-list-item""><span>Drywall patch kit repairs holes &amp; cracks up to 3 in. in diameter</span></li><li data-testid=""bullet-list-item""><span>Patch is sandable, paintable, and will not shrink or crack</span></li><li data-testid=""bullet-list-item""><span>DryDex spackling uses dry time indicator to show when ready</span></li></ul><span class=""sui-mt-8""><h5 class=""sui-h5-bold sui-line-clamp-unset sui-text-primary"">About This Product</h5></span><p>The Wall Repair Patch Kit featuring DRYDEX Dry Time Indicator Spackling comes with all of the tools needed to complete a wall-patching project. This kit may be used to repair holes up to 3 in. in diameter in drywall, plaster or masonry surfaces. DRYDEX Spackling provides a unique dry-time indicator that indicates when the patched surface is ready to be sanded and painted.</p></div><ul class=""sui-w-full sui-list-disc sui-px-6 sui-flex sui-flex-col sui-gap-2 sui-mt-4"" data-testid=""bullet-list""><li data-testid=""bullet-list-item""><span>America's 1 seller and patented formula</span></li><li data-testid=""bullet-list-item""><span>Goes on pink and dries white</span></li><li data-testid=""bullet-list-item""><span>No priming required</span></li><li data-testid=""bullet-list-item""><span>Won't sink or shrink</span></li><li data-testid=""bullet-list-item""><span>Ideal for filling holes and cracks in surfaces such as drywall, plaster, wood, brick and stone</span></li><li data-testid=""bullet-list-item""><span>Ideal for interior and exterior projects</span></li><li data-testid=""bullet-list-item""><span>Easily sandable</span></li><li data-testid=""bullet-list-item""><span>Can be sanded and painted</span></li><li data-testid=""bullet-list-item""><span>Ready-to-use formula</span></li><li data-testid=""bullet-list-item""><a href=""https://www.homedepot.com/c/Return_Policy"" class=""sui-font-regular sui-text-base sui-tracking-normal sui-normal-case sui-line-clamp-unset sui-text-primary focus-visible:sui-bg-focus focus-visible:sui-outline-none sui-underline"">Return Policy</a></li><li data-testid=""bullet-list-item""><div class=""sui-flex sui-flex-row""><div>California residents</div>&nbsp;<div><a class=""sui-font-regular sui-text-base sui-tracking-normal sui-normal-case sui-line-clamp-unset sui-text-primary focus-visible:sui-bg-focus focus-visible:sui-outline-none sui-underline"">see Prop 65 WARNINGS</a></div></div></li></ul><div class=""sui-flex sui-flex-col sui-gap-2 sui-my-4"" data-testid=""productInfo""><span><span>Product ID #:</span> 100493601</span><span><span>Internet #:</span> 070798123458</span><span><span>Model #:</span> 12345</span></div>","14.98","","undefined","6.63","in","4","in","1.13","lb","https://www.homedepot.com/p/DAP-DryDex-8-oz-Wall-Repair-Patch-Kit-12345/100493601","https://images.thdstatic.com/productImages/7512d745-ff9c-4bfe-9c8b-d23ed590abf8/svn/dap-drywall-patches-12345-64_600.jpg","1"
"undefined","undefined","undefined","drydex-8-oz-wall-repair-patch-kit","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","https://images.thdstatic.com/productImages/bc61c770-4e62-4751-ac13-f9b441bc1cf3/svn/dap-drywall-patches-12345-e1_600.jpg","2"
"undefined","undefined","undefined","drydex-8-oz-wall-repair-patch-kit","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","https://images.thdstatic.com/productImages/ad9d8d63-b203-4579-905f-13185639ede1/svn/dap-drywall-patches-12345-1d_600.jpg","3"
"undefined","undefined","undefined","drydex-8-oz-wall-repair-patch-kit","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","https://images.thdstatic.com/productImages/dbf93bdc-30a1-4ad1-b0e5-db4dbd6b4d9c/svn/dap-drywall-patches-12345-66_600.jpg","4"
"undefined","undefined","undefined","drydex-8-oz-wall-repair-patch-kit","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","https://images.thdstatic.com/productImages/8b9b8fa6-97d8-449b-a32e-7a2cc069878b/svn/dap-drywall-patches-12345-c3_600.jpg","5"
"undefined","undefined","undefined","drydex-8-oz-wall-repair-patch-kit","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","https://images.thdstatic.com/productImages/42a3fb64-84b9-499a-bce1-a6838d656ab0/svn/dap-drywall-patches-12345-4f_600.jpg","6"
"""Building Materials,Concrete, Cement & Masonry,Mortar Mix""","Quikrete","80 lb. Type S Mason Mix","80-lb-type-s-mason-mix","<div class=""sui-flex sui-flex-col sui-gap-4""><ul class=""sui-w-full sui-list-disc sui-px-6 sui-flex sui-flex-col sui-gap-2"" data-testid=""bullet-list""><li data-testid=""bullet-list-item""><span>Interested in purchasing a pallet, buy 42 bags</span></li><li data-testid=""bullet-list-item""><span>Contractor grade, pre-blended mortar</span></li><li data-testid=""bullet-list-item""><span>Use for laying brick, block and stone</span></li></ul><span class=""sui-mt-8""><h5 class=""sui-h5-bold sui-line-clamp-unset sui-text-primary"">About This Product</h5></span><p>Quikrete 80 lb. Mason Mix is a commercial grade, high strength mortar mix containing properly graded masonry sand. It can be used to lay brick, block, and stone. Ideal for both structural and non-structural applications; above grade and below grade.</p></div><ul class=""sui-w-full sui-list-disc sui-px-6 sui-flex sui-flex-col sui-gap-2 sui-mt-4"" data-testid=""bullet-list""><li data-testid=""bullet-list-item""><span>Perfect for building walls, columns and foundations</span></li><li data-testid=""bullet-list-item""><span>Applications also include brick and stone veneer</span></li><li data-testid=""bullet-list-item""><span>Use for tuck pointing damaged mortar joints</span></li><li data-testid=""bullet-list-item""><span>Exceeds the performance requirements of ASTM C 270</span></li><li data-testid=""bullet-list-item""><span>Pre-blended, just add water</span></li><li data-testid=""bullet-list-item""><span>Recommended drain: K-7272 or K-7271</span></li><li data-testid=""bullet-list-item""><span>Shop more in <a href=""https://www.homedepot.com/b/Building-Materials-Concrete-Cement-Masonry-Mortar-Mix/N-5yc1vZcdq4"" target=""_blank"">Mortar Mix </a></span></li><li data-testid=""bullet-list-item""><span>Please be advised there could be a discrepancy regarding the pallet counts for certain Home Depot locations, if you are interested in purchasing pallet quantities, please reach out to your local Home Depot to confirm pallet counts.</span></li><li data-testid=""bullet-list-item""><span>Wondering how many bags of Concrete Mix to use in order to complete your project? Use the PIP calculator located to the right of the product images to accurately calculate how many bags are needed based on square footage or cubic feet.</span></li><li data-testid=""bullet-list-item""><span><a href=""https://www.homedepot.com/c/how_to_mix_concrete_HT_BG_BM"" target=""_blank"" style=""color:#F96302;"">Learn more about concrete and cement here in our Buying Guide</a></span></li><li data-testid=""bullet-list-item""><span>2016-06-27</span></li><li data-testid=""bullet-list-item""><a href=""https://www.homedepot.com/c/Return_Policy"" class=""sui-font-regular sui-text-base sui-tracking-normal sui-normal-case sui-line-clamp-unset sui-text-primary focus-visible:sui-bg-focus focus-visible:sui-outline-none sui-underline"">Return Policy</a></li><li data-testid=""bullet-list-item""><div class=""sui-flex sui-flex-row""><div>California residents</div>&nbsp;<div><a class=""sui-font-regular sui-text-base sui-tracking-normal sui-normal-case sui-line-clamp-unset sui-text-primary focus-visible:sui-bg-focus focus-visible:sui-outline-none sui-underline"">see Prop 65 WARNINGS</a></div></div></li></ul><div class=""sui-flex sui-flex-col sui-gap-2 sui-my-4"" data-testid=""productInfo""><span><span>Product ID #:</span> 100318510</span><span><span>Internet #:</span> 039645113684</span><span><span>Model #:</span> 113680</span></div>","9.86","17","in","","undefined","","undefined","80","lb","https://www.homedepot.com/p/Quikrete-80-lb-Type-S-Mason-Mix-113680/100318510","https://images.thdstatic.com/productImages/d33c7d59-5e35-458e-9ce9-6007a86f4423/svn/quikrete-mortar-mix-113680-64_600.jpg","1"
"undefined","undefined","undefined","80-lb-type-s-mason-mix","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","https://images.thdstatic.com/productImages/eb9b9063-7a7d-4c6d-9c3d-5ea3c1cf02f0/svn/quikrete-mortar-mix-113680-e1_600.jpg","2"
"undefined","undefined","undefined","80-lb-type-s-mason-mix","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","https://cf-images.us-east-1.prod.boltdns.net/v1/static/1834613806001/b4012c9e-d30b-4c4d-9c84-98ea46063e45/5a3a8860-cac1-4334-bcff-1cc3824564f3/480x360/match/image.jpg?pubId=66036796001","3"
"undefined","undefined","undefined","80-lb-type-s-mason-mix","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","https://cf-images.us-east-1.prod.boltdns.net/v1/static/1834613806001/b4012c9e-d30b-4c4d-9c84-98ea46063e45/5a3a8860-cac1-4334-bcff-1cc3824564f3/480x360/match/image.jpg?pubId=66036796001","4"
"undefined","undefined","undefined","80-lb-type-s-mason-mix","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","https://cf-images.us-east-1.prod.boltdns.net/v1/static/1834613806001/b4012c9e-d30b-4c4d-9c84-98ea46063e45/5a3a8860-cac1-4334-bcff-1cc3824564f3/480x360/match/image.jpg?pubId=66036796001","5"
"undefined","undefined","undefined","80-lb-type-s-mason-mix","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","https://cf-images.us-east-1.prod.boltdns.net/v1/static/1834613806001/b4012c9e-d30b-4c4d-9c84-98ea46063e45/5a3a8860-cac1-4334-bcff-1cc3824564f3/480x360/match/image.jpg?pubId=66036796001","6"
"""Building Materials,Concrete, Cement & Masonry,Cinder Blocks""","Unbranded","8 in. x 8 in. x 16 in. Concrete Block","8-in-x-8-in-x-16-in-concrete-block","<div class=""sui-flex sui-flex-col sui-gap-4""><ul class=""sui-w-full sui-list-disc sui-px-6 sui-flex sui-flex-col sui-gap-2"" data-testid=""bullet-list""><li data-testid=""bullet-list-item""><span>Energy efficient and cost effective building material</span></li><li data-testid=""bullet-list-item""><span>Durable and weather resistant</span></li><li data-testid=""bullet-list-item""><span>Ideal for load bearing walls</span></li></ul><span class=""sui-mt-8""><h5 class=""sui-h5-bold sui-line-clamp-unset sui-text-primary"">About This Product</h5></span><p>16 in. x 8 in. x 8 in. Concrete Block is manufactured to be dimensionally true. This heavyweight block meets ASTM C 90 specifications. For use in construction or above-grade masonry walls.</p></div><ul class=""sui-w-full sui-list-disc sui-px-6 sui-flex sui-flex-col sui-gap-2 sui-mt-4"" data-testid=""bullet-list""><li data-testid=""bullet-list-item""><span>Square concrete block with no chips or breaks</span></li><li data-testid=""bullet-list-item""><span>Use in foundations or above-grade masonry walls</span></li><li data-testid=""bullet-list-item""><span>Uniform in shape, color and texture</span></li><li data-testid=""bullet-list-item""><span>Meets ASTM C 90 specifications</span></li><li data-testid=""bullet-list-item""><span>Note: Product availability may vary by store</span></li><li data-testid=""bullet-list-item""><a href=""https://www.homedepot.com/c/Return_Policy"" class=""sui-font-regular sui-text-base sui-tracking-normal sui-normal-case sui-line-clamp-unset sui-text-primary focus-visible:sui-bg-focus focus-visible:sui-outline-none sui-underline"">Return Policy</a></li></ul><div class=""sui-flex sui-flex-col sui-gap-2 sui-my-4"" data-testid=""productInfo""><span><span>Product ID #:</span> 100350252</span><span><span>Internet #:</span> 742786400048</span><span><span>Model #:</span> 30161345</span></div>","2.58","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","https://www.homedepot.com/p/8-in-x-8-in-x-16-in-Concrete-Block-30161345/100350252","https://images.thdstatic.com/productImages/7b6409a8-ff59-417a-acf8-899ea379d8dc/svn/cinder-blocks-30161345-64_600.jpg","1"
"undefined","undefined","undefined","8-in-x-8-in-x-16-in-concrete-block","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","https://images.thdstatic.com/productImages/cc0ef1a7-f436-4a48-8439-c6dcc0367de3/svn/cinder-blocks-30161345-c3_600.jpg","2"
"undefined","undefined","undefined","8-in-x-8-in-x-16-in-concrete-block","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","https://images.thdstatic.com/productImages/e82ac2bb-9518-42ec-afb3-94680334a669/svn/cinder-blocks-30161345-4f_600.jpg","3"
"undefined","undefined","undefined","8-in-x-8-in-x-16-in-concrete-block","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","https://images.thdstatic.com/productImages/395115c7-44de-4cc2-9a68-973c7a70d94c/svn/cinder-blocks-30161345-1f_600.jpg","4"
"undefined","undefined","undefined","8-in-x-8-in-x-16-in-concrete-block","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","https://images.thdstatic.com/productImages/a47030eb-2cb1-4550-a164-a629a80b91e5/svn/cinder-blocks-30161345-31_600.jpg","5"
