"Tags","Vendor","Title","Handle","Body (HTML)","Variant Price","Length","Length Unit","Width","Width Unit","Thickness","Thickness Unit","Variant Weight","URL","Image Src","Image Position"
"""Lumber & Composites,Pressure Treated Lumber""","Unbranded","4 in. x 6 in. x 12 ft. #2 Pressure-Treated Ground Contact Southern Pine Timber","4-in-x-6-in-x-12-ft-2-pressure-treated-ground-contact-southern-pine-timber","<div class=""sui-flex sui-flex-col sui-gap-4""><ul class=""sui-w-full sui-list-disc sui-px-6 sui-flex sui-flex-col sui-gap-2"" data-testid=""bullet-list""><li data-testid=""bullet-list-item""><span>Pressure-treated to protect against termites, decay and rot</span></li><li data-testid=""bullet-list-item""><span>Great for retaining walls, decks and other outdoor structures</span></li><li data-testid=""bullet-list-item""><span>Southern yellow pine wood can be easily painted or stained</span></li></ul><span class=""sui-mt-8""><h5 class=""sui-h5-bold sui-line-clamp-unset sui-text-primary"">About This Product</h5></span><p>The 4 in. x 6 in. x 12 ft. Pressure-Treated Pine Lumber has been treated to protect it against termites, fungal decay and rot. It is a good wood for retaining walls, decks, walkways and other outdoor projects. It can be painted or stained.</p></div><ul class=""sui-w-full sui-list-disc sui-px-6 sui-flex sui-flex-col sui-gap-2 sui-mt-4"" data-testid=""bullet-list""><li data-testid=""bullet-list-item""><span>Manufactured from southern yellow pine</span></li><li data-testid=""bullet-list-item""><span>Micronized copper azole coating to protect against termites, rot and fungal decay</span></li><li data-testid=""bullet-list-item""><span>Smooth texture</span></li><li data-testid=""bullet-list-item""><span>3-1/2 in. x 5-1/2 in. x 12 ft.</span></li><li data-testid=""bullet-list-item""><span>Paintable and stainable</span></li><li data-testid=""bullet-list-item""><span>Ideal for a variety of applications, including retaining walls, deck and stair support posts, walkways, and other outdoor projects where lumber is exposed to the elements</span></li><li data-testid=""bullet-list-item""><span>Lumber, pressure-treated lumber, wood, pressure-treated wood, pine lumber, pine wood, 4 in. x 6 in. x 12 ft. lumber, 4 in. x 6 in. x 12 ft. wood</span></li><li data-testid=""bullet-list-item""><span>Find the 4 in. x 6 in. x 12 ft. pressure-treated pine lumber 4330254, that's paintable and stainable and a good wood for retaining walls, decks, walkways and other outdoor projects at The Home Depot</span></li><li data-testid=""bullet-list-item""><span>Note: product may vary by store</span></li><li data-testid=""bullet-list-item""><span><a href=""https://www.homedepot.com/c/discover_benefit_pressure_treated_wood_HT_BG_LC"" target=""_blank"" style=""color:#F96302;"">Click to discover the benefits of pressure treated wood</a></span></li><li data-testid=""bullet-list-item""><a href=""https://www.homedepot.com/c/Return_Policy"" class=""sui-font-regular sui-text-base sui-tracking-normal sui-normal-case sui-line-clamp-unset sui-text-primary focus-visible:sui-bg-focus focus-visible:sui-outline-none sui-underline"">Return Policy</a></li></ul><div class=""sui-flex sui-flex-col sui-gap-2 sui-my-4"" data-testid=""productInfo""><span><span>Product ID #:</span> 100062638</span><span><span>Internet #:</span> 098168433464</span><span><span>Model #:</span> 260430</span></div>","28.18","undefined","undefined","undefined","undefined","undefined","undefined","undefined","https://www.homedepot.com/p/4-in-x-6-in-x-12-ft-2-Pressure-Treated-Ground-Contact-Southern-Pine-Timber-260430/100062638","https://images.thdstatic.com/productImages/265a5aec-d3ac-4b69-b61d-7a00d7354499/svn/pressure-treated-lumber-260430-64_600.jpg","1"
"undefined","undefined","undefined","4-in-x-6-in-x-12-ft-2-pressure-treated-ground-contact-southern-pine-timber","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","https://cf-images.us-east-1.prod.boltdns.net/v1/static/66036796001/60192e84-0d9a-4f2a-9f75-7fdb533e41f1/8dc8d6f3-6cd2-4b92-b223-111f242d1553/960x540/match/image.jpg","2"
"""Lumber & Composites,Pressure Treated Lumber""","Unbranded","4 in. x 6 in. x 8 ft. #2 Ground Contact Pressure-Treated Timber","4-in-x-6-in-x-8-ft-2-ground-contact-pressure-treated-timber","<div class=""sui-flex sui-flex-col sui-gap-4""><ul class=""sui-w-full sui-list-disc sui-px-6 sui-flex sui-flex-col sui-gap-2"" data-testid=""bullet-list""><li data-testid=""bullet-list-item""><span>2X the protection compared to Above Ground treatment</span></li><li data-testid=""bullet-list-item""><span>Treated for protection against fungal decay, rot and termites</span></li><li data-testid=""bullet-list-item""><span>Ideal for decks, landscaping and other outdoor projects</span></li></ul><span class=""sui-mt-8""><h5 class=""sui-h5-bold sui-line-clamp-unset sui-text-primary"">About This Product</h5></span><p>Every piece meets the highest grading standards for strength and appearance. This timber is pressure treated in order to protect it from termites, fungal decay, and rot. Ideal for a variety of applications, including decks, landscaping, and other outdoor projects.Treated wood is typically still wet when it's delivered to The Home Depot or job site. As it dries, you should expect slight changes in width and length. As lumber dries, it may split, cup and warp. This is more likely to occur to occur in lower-grade boards, where knots and uneven grains are already present. Each piece of lumber is unique and carries physical characteristics that may include the following: knots, warping, shrinkage, swelling and/or splitting.</p></div><ul class=""sui-w-full sui-list-disc sui-px-6 sui-flex sui-flex-col sui-gap-2 sui-mt-4"" data-testid=""bullet-list""><li data-testid=""bullet-list-item""><span>Made of pine</span></li><li data-testid=""bullet-list-item""><span>For ground contact applications</span></li><li data-testid=""bullet-list-item""><span>Limited lifetime warranty</span></li><li data-testid=""bullet-list-item""><span>Can be painted or stained</span></li><li data-testid=""bullet-list-item""><span>Pressure treated for long life</span></li><li data-testid=""bullet-list-item""><span>No two pieces of lumber are the same.</span></li><li data-testid=""bullet-list-item""><span>Color, grain pattern and texture will vary as well.</span></li><li data-testid=""bullet-list-item""><span>Use #2 grade lumber when both appearance is not the most important to you project.</span></li><li data-testid=""bullet-list-item""><span>May have wane (bark edge) on corners</span></li><li data-testid=""bullet-list-item""><span>Use #2 grade lumber when strength is the main feature you are looking for on your project.</span></li><li data-testid=""bullet-list-item""><span><a href=""https://www.homedepot.com/b/Featured-Products-Complete-the-Project-Decking/N-5yc1vZ2fkotch"" target=""_blank"" style=""color:#F96302;"">Find everything you need to complete your decking project here</a></span></li><li data-testid=""bullet-list-item""><span>Note: product may vary by store</span></li><li data-testid=""bullet-list-item""><a href=""https://www.homedepot.com/c/Return_Policy"" class=""sui-font-regular sui-text-base sui-tracking-normal sui-normal-case sui-line-clamp-unset sui-text-primary focus-visible:sui-bg-focus focus-visible:sui-outline-none sui-underline"">Return Policy</a></li><li data-testid=""bullet-list-item""><div class=""sui-flex sui-flex-row""><div>California residents</div>&nbsp;<div><a class=""sui-font-regular sui-text-base sui-tracking-normal sui-normal-case sui-line-clamp-unset sui-text-primary focus-visible:sui-bg-focus focus-visible:sui-outline-none sui-underline"">see Prop 65 WARNINGS</a></div></div></li></ul><div class=""sui-flex sui-flex-col sui-gap-2 sui-my-4"" data-testid=""productInfo""><span><span>Product ID #:</span> 100026579</span><span><span>Internet #:</span> 090489125042</span><span><span>Model #:</span> 259270</span></div>","17.28","8","ft","5.5","in","3.5","in","","https://www.homedepot.com/p/4-in-x-6-in-x-8-ft-2-Ground-Contact-Pressure-Treated-Timber-259270/100026579","https://images.thdstatic.com/productImages/4eaada51-f49e-4b13-a83d-6ed0cdf10dc8/svn/pressure-treated-lumber-259270-64_600.jpg","1"
"undefined","undefined","undefined","4-in-x-6-in-x-8-ft-2-ground-contact-pressure-treated-timber","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","https://images.thdstatic.com/productImages/156ee3f5-f3dd-4058-86b8-a670c5d3ff2d/svn/pressure-treated-lumber-259270-e1_600.jpg","2"
"undefined","undefined","undefined","4-in-x-6-in-x-8-ft-2-ground-contact-pressure-treated-timber","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","https://cf-images.us-east-1.prod.boltdns.net/v1/static/66036796001/ee084739-8c64-4e82-b1dc-78b7e614705c/aa7cfdaa-d7ea-42eb-90b4-0c87851a9690/960x540/match/image.jpg","3"
"undefined","undefined","undefined","4-in-x-6-in-x-8-ft-2-ground-contact-pressure-treated-timber","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","https://cf-images.us-east-1.prod.boltdns.net/v1/static/66036796001/ee084739-8c64-4e82-b1dc-78b7e614705c/aa7cfdaa-d7ea-42eb-90b4-0c87851a9690/960x540/match/image.jpg","4"
"undefined","undefined","undefined","4-in-x-6-in-x-8-ft-2-ground-contact-pressure-treated-timber","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","https://cf-images.us-east-1.prod.boltdns.net/v1/static/66036796001/ee084739-8c64-4e82-b1dc-78b7e614705c/aa7cfdaa-d7ea-42eb-90b4-0c87851a9690/960x540/match/image.jpg","5"
"undefined","undefined","undefined","4-in-x-6-in-x-8-ft-2-ground-contact-pressure-treated-timber","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","https://cf-images.us-east-1.prod.boltdns.net/v1/static/66036796001/ee084739-8c64-4e82-b1dc-78b7e614705c/aa7cfdaa-d7ea-42eb-90b4-0c87851a9690/960x540/match/image.jpg","6"
"""Lumber & Composites,Pressure Treated Lumber""","Unbranded","4 in. x 6 in. x 12 ft. #2 Ground Contact Pressure-Treated Timber","4-in-x-6-in-x-12-ft-2-ground-contact-pressure-treated-timber","<div class=""sui-flex sui-flex-col sui-gap-4""><ul class=""sui-w-full sui-list-disc sui-px-6 sui-flex sui-flex-col sui-gap-2"" data-testid=""bullet-list""><li data-testid=""bullet-list-item""><span>2X the protection compared to Above Ground treatment</span></li><li data-testid=""bullet-list-item""><span>Treated for protection against fungal decay, rot and termites</span></li><li data-testid=""bullet-list-item""><span>Ideal for decks, walkways, landscaping and other outdoor projects</span></li></ul><span class=""sui-mt-8""><h5 class=""sui-h5-bold sui-line-clamp-unset sui-text-primary"">About This Product</h5></span><p>This 4 in. x 6 in. x 12 ft. Timber is pressure treated for long life. It can be used for a variety of applications such as for decks, play structures, retaining walls, walkways or other outdoor projects where lumber is exposed to the elements. When used properly, it is both safe and environmentally friendly.Treated wood is typically still wet when it's delivered to The Home Depot or job site. As it dries, you should expect slight changes in width and length. As lumber dries, it may split, cup and warp. This is more likely to occur to occur in lower-grade boards, where knots and uneven grains are already present. Each piece of lumber is unique and carries physical characteristics that may include the following: knots, warping, shrinkage, swelling and/or splitting.</p></div><ul class=""sui-w-full sui-list-disc sui-px-6 sui-flex sui-flex-col sui-gap-2 sui-mt-4"" data-testid=""bullet-list""><li data-testid=""bullet-list-item""><span>Effective against termites, rot and fungal decay</span></li><li data-testid=""bullet-list-item""><span>For use with ground contact</span></li><li data-testid=""bullet-list-item""><span>Can be painted or stained</span></li><li data-testid=""bullet-list-item""><span>Lifetime limited residential warranty</span></li><li data-testid=""bullet-list-item""><span>Can be painted or stained to suit your preference</span></li><li data-testid=""bullet-list-item""><span>No two pieces of lumber are the same.</span></li><li data-testid=""bullet-list-item""><span>Color, grain pattern and texture will vary as well.</span></li><li data-testid=""bullet-list-item""><span>Use #2 grade lumber when both appearance is not the most important to you project.</span></li><li data-testid=""bullet-list-item""><span>May have wane (bark edge) on corners</span></li><li data-testid=""bullet-list-item""><span>Use #2 grade lumber when strength is the main feature you are looking for on your project.</span></li><li data-testid=""bullet-list-item""><span><a href=""https://www.homedepot.com/b/Featured-Products-Complete-the-Project-Decking/N-5yc1vZ2fkotch"" target=""_blank"" style=""color:#F96302;"">Find everything you need to complete your decking project here</a></span></li><li data-testid=""bullet-list-item""><span>Note: product may vary by store</span></li><li data-testid=""bullet-list-item""><a href=""https://www.homedepot.com/c/Return_Policy"" class=""sui-font-regular sui-text-base sui-tracking-normal sui-normal-case sui-line-clamp-unset sui-text-primary focus-visible:sui-bg-focus focus-visible:sui-outline-none sui-underline"">Return Policy</a></li><li data-testid=""bullet-list-item""><div class=""sui-flex sui-flex-row""><div>California residents</div>&nbsp;<div><a class=""sui-font-regular sui-text-base sui-tracking-normal sui-normal-case sui-line-clamp-unset sui-text-primary focus-visible:sui-bg-focus focus-visible:sui-outline-none sui-underline"">see Prop 65 WARNINGS</a></div></div></li></ul><div class=""sui-flex sui-flex-col sui-gap-2 sui-my-4"" data-testid=""productInfo""><span><span>Product ID #:</span> 301895559</span><span><span>Internet #:</span> 090489531171</span><span><span>Model #:</span> 288746</span></div>","28.18","12","ft","5.5","in","3.5","in","","https://www.homedepot.com/p/4-in-x-6-in-x-12-ft-2-Ground-Contact-Pressure-Treated-Timber-288746/301895559","https://images.thdstatic.com/productImages/396046b4-748b-4e25-a796-3eddbf420727/svn/pressure-treated-lumber-288746-64_600.jpg","1"
"undefined","undefined","undefined","4-in-x-6-in-x-12-ft-2-ground-contact-pressure-treated-timber","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","https://images.thdstatic.com/productImages/59fdaa05-451b-42dc-850d-82ecf4de79e0/svn/pressure-treated-lumber-288746-c3_600.jpg","2"
"undefined","undefined","undefined","4-in-x-6-in-x-12-ft-2-ground-contact-pressure-treated-timber","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","https://cf-images.us-east-1.prod.boltdns.net/v1/static/66036796001/ee084739-8c64-4e82-b1dc-78b7e614705c/aa7cfdaa-d7ea-42eb-90b4-0c87851a9690/960x540/match/image.jpg","3"
"undefined","undefined","undefined","4-in-x-6-in-x-12-ft-2-ground-contact-pressure-treated-timber","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","https://cf-images.us-east-1.prod.boltdns.net/v1/static/66036796001/ee084739-8c64-4e82-b1dc-78b7e614705c/aa7cfdaa-d7ea-42eb-90b4-0c87851a9690/960x540/match/image.jpg","4"
"undefined","undefined","undefined","4-in-x-6-in-x-12-ft-2-ground-contact-pressure-treated-timber","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","https://cf-images.us-east-1.prod.boltdns.net/v1/static/66036796001/ee084739-8c64-4e82-b1dc-78b7e614705c/aa7cfdaa-d7ea-42eb-90b4-0c87851a9690/960x540/match/image.jpg","5"
"undefined","undefined","undefined","4-in-x-6-in-x-12-ft-2-ground-contact-pressure-treated-timber","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","https://cf-images.us-east-1.prod.boltdns.net/v1/static/66036796001/ee084739-8c64-4e82-b1dc-78b7e614705c/aa7cfdaa-d7ea-42eb-90b4-0c87851a9690/960x540/match/image.jpg","6"
"""Lumber & Composites,Timber""","Unbranded","4 in. x 6 in. x 8 ft. #2 Pressure-Treated Timber","4-in-x-6-in-x-8-ft-2-pressure-treated-timber","<div class=""sui-flex sui-flex-col sui-gap-4""><ul class=""sui-w-full sui-list-disc sui-px-6 sui-flex sui-flex-col sui-gap-2"" data-testid=""bullet-list""><li data-testid=""bullet-list-item""><span>For use as retaining walls, decks, walkways, and outdoor projects</span></li><li data-testid=""bullet-list-item""><span>Special coating protects against termites, rot, and fungal decay</span></li><li data-testid=""bullet-list-item""><span>Paintable and stainable for customized use</span></li></ul><span class=""sui-mt-8""><h5 class=""sui-h5-bold sui-line-clamp-unset sui-text-primary"">About This Product</h5></span><p>This 4 in. x 6 in. x 8 ft. Pressure-Treated Pine Lumber has been treated for ground contact so it is ideal for use as retaining walls, decks, walkways and other outdoor projects. It has a smooth texture and can be painted or stained.</p></div><ul class=""sui-w-full sui-list-disc sui-px-6 sui-flex sui-flex-col sui-gap-2 sui-mt-4"" data-testid=""bullet-list""><li data-testid=""bullet-list-item""><span>Manufactured from southern yellow pine</span></li><li data-testid=""bullet-list-item""><span>Micronized copper azole coating to help protect against termites, rot and fungal decay</span></li><li data-testid=""bullet-list-item""><span>Smooth texture</span></li><li data-testid=""bullet-list-item""><span>3-1/2 in. x 5-1/2 in. x 8 ft.</span></li><li data-testid=""bullet-list-item""><span>Paintable and stainable</span></li><li data-testid=""bullet-list-item""><span>Use for decks, play structures, raised beds, planter boxes, retaining walls, walkways, outdoor furniture, landscaping and other outdoor projects</span></li><li data-testid=""bullet-list-item""><span>Lumber, pressure-treated lumber, wood, pressure-treated wood, pine lumber, pine wood, 4 in. x 6 in. x 8 ft. lumber, 4 in. x 6 in. x 8 ft. wood</span></li><li data-testid=""bullet-list-item""><span>Get the 4 in. x 6 in. x 8 ft. pressure-treated pine lumber 040608MGY, that's paintable and stainable and treated for ground contact so it is ideal for use as retaining walls, decks, walkways and other outdoor projects at The Home Depot</span></li><li data-testid=""bullet-list-item""><span>Note: product may vary by store</span></li><li data-testid=""bullet-list-item""><span><a href=""https://www.homedepot.com/c/discover_benefit_pressure_treated_wood_HT_BG_LC"" target=""_blank"" style=""color:#F96302;"">Click to discover the benefits of pressure treated wood</a></span></li><li data-testid=""bullet-list-item""><a href=""https://www.homedepot.com/c/Return_Policy"" class=""sui-font-regular sui-text-base sui-tracking-normal sui-normal-case sui-line-clamp-unset sui-text-primary focus-visible:sui-bg-focus focus-visible:sui-outline-none sui-underline"">Return Policy</a></li></ul><div class=""sui-flex sui-flex-col sui-gap-2 sui-my-4"" data-testid=""productInfo""><span><span>Product ID #:</span> 100093255</span><span><span>Internet #:</span> 703968460830</span><span><span>Model #:</span> 259270</span></div>","17.28","undefined","undefined","undefined","undefined","undefined","undefined","undefined","https://www.homedepot.com/p/4-in-x-6-in-x-8-ft-2-Pressure-Treated-Timber-259270/100093255","https://images.thdstatic.com/productImages/05203ed1-1030-4e01-8ac1-96666d77de7e/svn/pressure-treated-lumber-259270-64_600.jpg","1"
"undefined","undefined","undefined","4-in-x-6-in-x-8-ft-2-pressure-treated-timber","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","https://images.thdstatic.com/productImages/0f71b548-06a8-47e7-a504-1b5882bbb555/svn/pressure-treated-lumber-259270-c3_600.jpg","2"
"undefined","undefined","undefined","4-in-x-6-in-x-8-ft-2-pressure-treated-timber","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","https://cf-images.us-east-1.prod.boltdns.net/v1/static/66036796001/60192e84-0d9a-4f2a-9f75-7fdb533e41f1/8dc8d6f3-6cd2-4b92-b223-111f242d1553/960x540/match/image.jpg","3"
"""Lumber & Composites,Fencing & Gates,Wood Fencing,Wood Fence Posts""","Unbranded","4 in. x 6 in. x 16 ft. #2 Pressure-Treated Ground Contact Southern Pine Wood Post","4-in-x-6-in-x-16-ft-2-pressure-treated-ground-contact-southern-pine-wood-post","<div class=""sui-flex sui-flex-col sui-gap-4""><ul class=""sui-w-full sui-list-disc sui-px-6 sui-flex sui-flex-col sui-gap-2"" data-testid=""bullet-list""><li data-testid=""bullet-list-item""><span>Rot-, termite- and fungal decay-resistant copper azole coating</span></li><li data-testid=""bullet-list-item""><span>Durable southern yellow pine construction</span></li><li data-testid=""bullet-list-item""><span>Stainable and paintable smooth textured surface</span></li></ul><span class=""sui-mt-8""><h5 class=""sui-h5-bold sui-line-clamp-unset sui-text-primary"">About This Product</h5></span><p>The WeatherShield 4 in. x 6 x in. x 16 ft. Pressure-Treated Pine Lumber is ideal for a variety of applications, including retaining walls, decks and stair support posts. It has been treated to protect it from termites, fungal decay and rot.</p></div><ul class=""sui-w-full sui-list-disc sui-px-6 sui-flex sui-flex-col sui-gap-2 sui-mt-4"" data-testid=""bullet-list""><li data-testid=""bullet-list-item""><span>Manufactured from southern yellow pine</span></li><li data-testid=""bullet-list-item""><span>Micronized copper azole coating to help protect against termites, rot and fungal decay</span></li><li data-testid=""bullet-list-item""><span>Smooth texture</span></li><li data-testid=""bullet-list-item""><span>3-1/2 in. x 5-/12 in. x 16 ft.</span></li><li data-testid=""bullet-list-item""><span>Paintable and stainable</span></li><li data-testid=""bullet-list-item""><span>Ideal for a variety of applications, including retaining walls, deck and stair support posts, walkways, and other outdoor projects where lumber is exposed to the elements</span></li><li data-testid=""bullet-list-item""><span>Lumber, pressure-treated lumber, wood, pressure-treated wood, pine lumber, pine wood, 4 in. x 6 x in. x 16 ft. lumber, 4 in. x 6 x in. x 16 ft. wood</span></li><li data-testid=""bullet-list-item""><span>Enjoy the WeatherShield 4 in. x 6 x in. x 16 ft. pressure-treated pine lumber 4350254, that's paintable and stainable and ideal for a variety of applications, including retaining walls, decks and stair support posts at The Home Depot</span></li><li data-testid=""bullet-list-item""><span>Note: product may vary by store</span></li><li data-testid=""bullet-list-item""><span><a href=""https://www.homedepot.com/c/discover_benefit_pressure_treated_wood_HT_BG_LC"" target=""_blank"" style=""color:#F96302;"">Click to discover the benefits of pressure treated wood</a></span></li><li data-testid=""bullet-list-item""><a href=""https://www.homedepot.com/c/Return_Policy"" class=""sui-font-regular sui-text-base sui-tracking-normal sui-normal-case sui-line-clamp-unset sui-text-primary focus-visible:sui-bg-focus focus-visible:sui-outline-none sui-underline"">Return Policy</a></li></ul><div class=""sui-flex sui-flex-col sui-gap-2 sui-my-4"" data-testid=""productInfo""><span><span>Product ID #:</span> 100016690</span><span><span>Internet #:</span> 098168435468</span><span><span>Model #:</span> 128619</span></div>","32.68","16","ft","5.5","in","3.5","in","","https://www.homedepot.com/p/4-in-x-6-in-x-16-ft-2-Pressure-Treated-Ground-Contact-Southern-Pine-Wood-Post-128619/100016690","https://images.thdstatic.com/productImages/7d7f22e4-f470-4086-a681-ff98331c5b4e/svn/pressure-treated-lumber-128619-64_600.jpg","1"
"undefined","undefined","undefined","4-in-x-6-in-x-16-ft-2-pressure-treated-ground-contact-southern-pine-wood-post","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","https://cf-images.us-east-1.prod.boltdns.net/v1/static/66036796001/60192e84-0d9a-4f2a-9f75-7fdb533e41f1/8dc8d6f3-6cd2-4b92-b223-111f242d1553/960x540/match/image.jpg","2"
"undefined","undefined","undefined","4-in-x-6-in-x-16-ft-2-pressure-treated-ground-contact-southern-pine-wood-post","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","https://cf-images.us-east-1.prod.boltdns.net/v1/static/66036796001/60192e84-0d9a-4f2a-9f75-7fdb533e41f1/8dc8d6f3-6cd2-4b92-b223-111f242d1553/960x540/match/image.jpg","3"
"""Lumber & Composites,Pressure Treated Lumber""","ProWood","4 in. x 6 in. x 10 ft. #2 Ground Contact Pressure-Treated Timber","4-in-x-6-in-x-10-ft-2-ground-contact-pressure-treated-timber","<div class=""sui-flex sui-flex-col sui-gap-4""><ul class=""sui-w-full sui-list-disc sui-px-6 sui-flex sui-flex-col sui-gap-2"" data-testid=""bullet-list""><li data-testid=""bullet-list-item""><span>2X the protection compared to Above Ground treatment</span></li><li data-testid=""bullet-list-item""><span>Treated for protection against fungal decay, rot and termites</span></li><li data-testid=""bullet-list-item""><span>Ideal for decks, walkways, landscaping and other outdoor projects</span></li></ul><span class=""sui-mt-8""><h5 class=""sui-h5-bold sui-line-clamp-unset sui-text-primary"">About This Product</h5></span><p>This 4 in. x 6 in. x 10 ft. timber is pressure treated to resist rot and decay. It can be used in-ground, making it ideal for a variety of applications including decks, play sets, landscaping, stair support and walkways and other outdoor projects where lumber is exposed to the elements. . When used properly it is both safe and environmentally friendly.Treated wood is typically still wet when it's delivered to The Home Depot or job site. As it dries, you should expect slight changes in width and length. As lumber dries, it may split, cup and warp. This is more likely to occur to occur in lower-grade boards, where knots and uneven grains are already present. Each piece of lumber is unique and carries physical characteristics that may include the following: knots, warping, shrinkage, swelling and/or splitting.</p></div><ul class=""sui-w-full sui-list-disc sui-px-6 sui-flex sui-flex-col sui-gap-2 sui-mt-4"" data-testid=""bullet-list""><li data-testid=""bullet-list-item""><span>Made of southern yellow pine</span></li><li data-testid=""bullet-list-item""><span>Micronized copper azole wood treatment is effective against termites, rot and fungal decay</span></li><li data-testid=""bullet-list-item""><span>Smooth texture</span></li><li data-testid=""bullet-list-item""><span>Use for decks, play structures, raised beds, walkways, retaining walls, planter boxes, outdoor furniture, landscaping and other outdoor projects where lumber is exposed to the elements</span></li><li data-testid=""bullet-list-item""><span>Can be painted or stained</span></li><li data-testid=""bullet-list-item""><span>For use in ground contact applications</span></li><li data-testid=""bullet-list-item""><span>When used properly, the lumber is safe and environmentally friendly</span></li><li data-testid=""bullet-list-item""><span>No two pieces of lumber are the same.</span></li><li data-testid=""bullet-list-item""><span>Color, grain pattern and texture will vary as well.</span></li><li data-testid=""bullet-list-item""><span>Use #2 grade lumber when both appearance is not the most important to you project.</span></li><li data-testid=""bullet-list-item""><span>May have wane (bark edge) on corners</span></li><li data-testid=""bullet-list-item""><span>Use #2 grade lumber when strength is the main feature you are looking for on your project.</span></li><li data-testid=""bullet-list-item""><span><a href=""https://www.homedepot.com/b/Featured-Products-Complete-the-Project-Decking/N-5yc1vZ2fkotch"" target=""_blank"" style=""color:#F96302;"">Find everything you need to complete your decking project here</a></span></li><li data-testid=""bullet-list-item""><span>Note: Product may vary by store.</span></li><li data-testid=""bullet-list-item""><a href=""https://www.homedepot.com/c/Return_Policy"" class=""sui-font-regular sui-text-base sui-tracking-normal sui-normal-case sui-line-clamp-unset sui-text-primary focus-visible:sui-bg-focus focus-visible:sui-outline-none sui-underline"">Return Policy</a></li><li data-testid=""bullet-list-item""><div class=""sui-flex sui-flex-row""><div>California residents</div>&nbsp;<div><a class=""sui-font-regular sui-text-base sui-tracking-normal sui-normal-case sui-line-clamp-unset sui-text-primary focus-visible:sui-bg-focus focus-visible:sui-outline-none sui-underline"">see Prop 65 WARNINGS</a></div></div></li></ul><div class=""sui-flex sui-flex-col sui-gap-2 sui-my-4"" data-testid=""productInfo""><span><span>Product ID #:</span> 301895532</span><span><span>Internet #:</span> 090489531102</span><span><span>Model #:</span> 288746</span></div>","33.98","10","ft","5.5","in","3.5","in","","https://www.homedepot.com/p/ProWood-4-in-x-6-in-x-10-ft-2-Ground-Contact-Pressure-Treated-Timber-288746/301895532","https://images.thdstatic.com/productImages/396046b4-748b-4e25-a796-3eddbf420727/svn/prowood-pressure-treated-lumber-288746-64_600.jpg","1"
"undefined","undefined","undefined","4-in-x-6-in-x-10-ft-2-ground-contact-pressure-treated-timber","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","https://images.thdstatic.com/productImages/d8582bc6-4f71-4fd4-acb0-5e0c9b0b523b/svn/prowood-pressure-treated-lumber-288746-e1_600.jpg","2"
"undefined","undefined","undefined","4-in-x-6-in-x-10-ft-2-ground-contact-pressure-treated-timber","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","https://cf-images.us-east-1.prod.boltdns.net/v1/static/66036796001/ee084739-8c64-4e82-b1dc-78b7e614705c/aa7cfdaa-d7ea-42eb-90b4-0c87851a9690/960x540/match/image.jpg","3"
"undefined","undefined","undefined","4-in-x-6-in-x-10-ft-2-ground-contact-pressure-treated-timber","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","https://cf-images.us-east-1.prod.boltdns.net/v1/static/66036796001/ee084739-8c64-4e82-b1dc-78b7e614705c/aa7cfdaa-d7ea-42eb-90b4-0c87851a9690/960x540/match/image.jpg","4"
"undefined","undefined","undefined","4-in-x-6-in-x-10-ft-2-ground-contact-pressure-treated-timber","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","https://cf-images.us-east-1.prod.boltdns.net/v1/static/66036796001/ee084739-8c64-4e82-b1dc-78b7e614705c/aa7cfdaa-d7ea-42eb-90b4-0c87851a9690/960x540/match/image.jpg","5"
"undefined","undefined","undefined","4-in-x-6-in-x-10-ft-2-ground-contact-pressure-treated-timber","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","https://cf-images.us-east-1.prod.boltdns.net/v1/static/66036796001/ee084739-8c64-4e82-b1dc-78b7e614705c/aa7cfdaa-d7ea-42eb-90b4-0c87851a9690/960x540/match/image.jpg","6"
